,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Change To Liabilities,163000000.0,289000000.0,96000000.0,-78000000.0
Total Cashflows From Investing Activities,-995000000.0,-2174000000.0,-34000000.0,63000000.0
Net Borrowings,-94000000.0,1049000000.0,-619000000.0,-407000000.0
Total Cash From Financing Activities,-103000000.0,1047000000.0,-649000000.0,-412000000.0
Change To Operating Activities,146000000.0,192000000.0,2000000.0,-219000000.0
Net Income,409000000.0,293000000.0,203000000.0,297000000.0
Change In Cash,-16000000.0,58000000.0,76000000.0,28000000.0
Repurchase Of Stock,-1000000.0,-2000000.0,-30000000.0,-5000000.0
Effect Of Exchange Rate,-5000000.0,9000000.0,1000000.0,7000000.0
Total Cash From Operating Activities,1087000000.0,1176000000.0,758000000.0,370000000.0
Depreciation,98000000.0,90000000.0,91000000.0,95000000.0
Other Cashflows From Investing Activities,5000000.0,7000000.0,7000000.0,6000000.0
Change To Inventory,6000000.0,-9000000.0,11000000.0,-17000000.0
Change To Account Receivables,-206000000.0,-81000000.0,63000000.0,16000000.0
Other Cashflows From Financing Activities,-8000000.0,-8000000.0,-8000000.0,-8000000.0
Change To Netincome,56000000.0,14000000.0,-86000000.0,-113000000.0
Capital Expenditures,-1006000000.0,-753000000.0,-47000000.0,47000000.0
Investments,,-1000000.0,-1000000.0,-1000000.0
