,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Change To Liabilities,26000000.0,84000000.0,19000000.0,-73000000.0
Total Cashflows From Investing Activities,-33000000.0,-29000000.0,-7000000.0,-46000000.0
Net Borrowings,-9000000.0,-27000000.0,-27000000.0,13000000.0
Total Cash From Financing Activities,-454000000.0,-255000000.0,-261000000.0,-639000000.0
Change To Operating Activities,53000000.0,-102000000.0,-107000000.0,26000000.0
Issuance Of Stock,4000000.0,36000000.0,20000000.0,22000000.0
Net Income,221000000.0,259000000.0,179000000.0,91000000.0
Change In Cash,11000000.0,199000000.0,3000000.0,-359000000.0
Repurchase Of Stock,-182000000.0,-182000000.0,-182000000.0,-182000000.0
Effect Of Exchange Rate,-12000000.0,4000000.0,5000000.0,13000000.0
Total Cash From Operating Activities,510000000.0,479000000.0,266000000.0,313000000.0
Depreciation,47000000.0,51000000.0,49000000.0,54000000.0
Other Cashflows From Investing Activities,-9000000.0,-1000000.0,-3000000.0,-3000000.0
Dividends Paid,-246000000.0,-245000000.0,-239000000.0,-243000000.0
Change To Inventory,2000000.0,-1000000.0,-4000000.0,11000000.0
Change To Account Receivables,-6000000.0,-7000000.0,24000000.0,53000000.0
Other Cashflows From Financing Activities,-21000000.0,-19000000.0,-15000000.0,-431000000.0
Change To Netincome,160000000.0,189000000.0,99000000.0,144000000.0
Capital Expenditures,-24000000.0,-31000000.0,-15000000.0,-46000000.0
