,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Change To Liabilities,0.0,0.0,0.0,7017000.0
Total Cashflows From Investing Activities,-13042000.0,-1597640000.0,-284502000.0,-37059000.0
Net Borrowings,-283823000.0,602899000.0,-32950000.0,-438000000.0
Total Cash From Financing Activities,-320395000.0,575602000.0,-84006000.0,-454718000.0
Change To Operating Activities,-2450000.0,-45222000.0,-13275000.0,-156313000.0
Issuance Of Stock,11189000.0,24187000.0,6925000.0,25023000.0
Net Income,257460000.0,231679000.0,219233000.0,221025000.0
Change In Cash,-31968000.0,-733016000.0,-89162000.0,-92016000.0
Repurchase Of Stock,-185000.0,-4881000.0,-7997000.0,-116000.0
Effect Of Exchange Rate,-5648000.0,1986000.0,-5061000.0,13879000.0
Total Cash From Operating Activities,307117000.0,287036000.0,284407000.0,385882000.0
Depreciation,74680000.0,75197000.0,64617000.0,64877000.0
Other Cashflows From Investing Activities,1000.0,2725000.0,-3017000.0,-24000.0
Dividends Paid,-46178000.0,-46134000.0,-46033000.0,-41345000.0
Other Cashflows From Financing Activities,-1398000.0,-469000.0,-3951000.0,-280000.0
Change To Netincome,-22573000.0,25382000.0,13832000.0,8357000.0
Capital Expenditures,-26224000.0,-23468000.0,-17537000.0,-37035000.0
Change To Inventory,,,,77448000.0
Change To Account Receivables,,,,163471000.0
