Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1984-07-19,0.9658838510513306,0.9708630643151085,0.95592657832131,0.9658838510513306,70200,0.0,0.0
1984-07-20,0.9609060723923561,0.9708639309095421,0.9559274315834045,0.9559274315834045,52650,0.0,0.0
1984-07-23,0.9509485483954547,0.9559271879354443,0.9310328364372253,0.9310328364372253,113400,0.0,0.0
1984-07-24,0.9360120528763505,0.94099069241634,0.9260541968972358,0.9310328364372253,55350,0.0,0.0
1984-07-25,0.9160969178172567,0.9310328364372253,0.9111177013781316,0.9310328364372253,116100,0.0,0.0
1984-07-26,0.9409905076026917,0.9409905076026917,0.9360118690405232,0.9409905076026917,66150,0.0,0.0
1984-07-27,0.9409905076026917,0.9459691461648602,0.9310326535793325,0.9409905076026917,144450,0.0,0.0
1984-07-30,0.9509490092425897,0.9509490092425897,0.9360125064849854,0.9360125064849854,135000,0.0,0.0
1984-07-31,0.9360122914483153,0.9559274315834045,0.9310330737400812,0.9559274315834045,82350,0.0,0.0
1984-08-01,0.9559268847503207,1.0306086976604565,0.9559268847503207,1.015672206878662,697950,0.0,0.0
1984-08-02,1.0206509641409889,1.0206509641409889,1.0007358971703078,1.0057145357131958,2164050,0.0,0.0
1984-08-03,1.0106941911821086,1.0555031142165054,1.0106941911821086,1.0505244731903076,783000,0.0,0.0
1984-08-06,1.075418255220605,1.0903546910985835,1.0206514732345044,1.0505244731903076,909900,0.0,0.0
1984-08-07,1.0505239245473261,1.1102693163572037,1.0405660707961768,1.1003113985061646,523800,0.0,0.0
1984-08-08,1.1152476873674038,1.1451206645588556,1.105290412902832,1.105290412902832,1217700,0.0,0.0
1984-08-09,1.1052908230147596,1.130184531211853,1.0953329038566155,1.130184531211853,402300,0.0,0.0
1984-08-10,1.1351627490955414,1.1351627490955414,1.105290412902832,1.105290412902832,662850,0.0,0.0
1984-08-13,1.1102691381234757,1.1102691381234757,1.0803961585646031,1.0853753089904785,184950,0.0,0.0
1984-08-14,1.0953329209157794,1.0953329209157794,1.0455448627471924,1.0455448627471924,224100,0.0,0.0
1984-08-15,1.055502717960526,1.0803964906452235,1.0355875844329498,1.0455448627471924,218700,0.0,0.0
1984-08-16,1.035587973212406,1.0505244731903076,1.035587973212406,1.0505244731903076,66150,0.0,0.0
1984-08-17,1.040566223590071,1.0455448627471924,1.0306089452758287,1.0455448627471924,86400,0.0,0.0
1984-08-20,1.0355875844329498,1.0455448627471924,1.0355875844329498,1.0455448627471924,67500,0.0,0.0
1984-08-21,1.0505238264031982,1.0505238264031982,1.015672206878662,1.015672206878662,398250,0.0,0.0
1984-08-22,1.0256292819976807,1.0455443414968144,1.0256292819976807,1.0256292819976807,535950,0.0,0.0
1984-08-23,1.035588278739098,1.0455455637291635,1.0256304809494965,1.0405669212341309,70200,0.0,0.0
1984-08-24,1.0505242846796972,1.075418062242948,1.0455450676476836,1.065460205078125,203850,0.0,0.0
1984-08-27,1.0654603962689013,1.0654603962689013,1.0405666142386039,1.0505244731903076,386100,0.0,0.0
1984-08-28,1.060481411744817,1.0654600511583963,1.0555027723312378,1.0555027723312378,110700,0.0,0.0
1984-08-29,1.0654596474210103,1.1003111998080157,1.0654596474210103,1.0704388618469238,499500,0.0,0.0
1984-08-30,1.0754179068846756,1.0754179068846756,1.0555027723312378,1.0555027723312378,129600,0.0,0.0
1984-08-31,1.060481411744817,1.060481411744817,1.0455449166049582,1.0555027723312378,49950,0.0,0.0
1984-09-04,1.0455455637291635,1.0505247831236744,1.035588278739098,1.0405669212341309,64800,0.0,0.0
1984-09-05,1.0405665475445605,1.0405665475445605,1.0206514078169013,1.0355879068374634,537300,0.0,0.0
1984-09-06,1.0405669212341309,1.0505247831236744,1.035588278739098,1.0405669212341309,164700,0.0,0.0
1984-09-07,1.040566277191379,1.0555027723312378,1.040566277191379,1.0555027723312378,143100,0.0,0.0
1984-09-10,1.0484793186187744,1.0534958183597496,1.0384463191368238,1.0484793186187744,199800,0.014815,0.0
