,Year,Quarter,Total Assets,Total Liabilities,Common Stock,Dividends Paid,Total Cash Inflow,Total Cash Outflow
0,2020,3,10473000000,13856000000,4000000,86000000,3268000000,3002000000
1,2020,4,10710000000,13911000000,4000000,87000000,3493000000,3242000000
2,2021,1,10505000000,13791000000,68000000,87000000,3408000000,3100000000
3,2021,2,10857000000,14111000000,86000000,102000000,3701000000,3375000000
