,2021-10-03,2021-07-04,2021-04-04,2021-01-03
Change To Liabilities,51900000.0,4600000.0,20200000.0,-33700000.0
Total Cashflows From Investing Activities,-28600000.0,-3744200000.0,-17600000.0,-18500000.0
Net Borrowings,-300100000.0,1000000000.0,2479300000.0,-22700000.0
Total Cash From Financing Activities,-304100000.0,997400000.0,2454000000.0,-15900000.0
Change To Operating Activities,-41400000.0,46200000.0,-50300000.0,41500000.0
Issuance Of Stock,5500000.0,5100000.0,10800000.0,6800000.0
Net Income,134100000.0,64700000.0,84700000.0,132100000.0
Change In Cash,-143300000.0,-2539100000.0,2561100000.0,218600000.0
Effect Of Exchange Rate,-3400000.0,-3600000.0,-200000.0,16600000.0
Total Cash From Operating Activities,192800000.0,211300000.0,124900000.0,236400000.0
Depreciation,90200000.0,59700000.0,29300000.0,28700000.0
Other Cashflows From Investing Activities,500000.0,500000.0,500000.0,900000.0
Change To Inventory,-16800000.0,2700000.0,17800000.0,27200000.0
Change To Account Receivables,-75000000.0,-10800000.0,-17200000.0,39100000.0
Other Cashflows From Financing Activities,-9500000.0,-7700000.0,-36100000.0,-36100000.0
Change To Netincome,49800000.0,44200000.0,40400000.0,1500000.0
Capital Expenditures,-29200000.0,-20800000.0,-17600000.0,-19400000.0
