,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Change To Liabilities,65000000.0,44000000.0,-252000000.0,230000000.0
Total Cashflows From Investing Activities,-886000000.0,-871000000.0,-889000000.0,-1348000000.0
Net Borrowings,122000000.0,515000000.0,849000000.0,781000000.0
Total Cash From Financing Activities,8000000.0,495000000.0,795000000.0,1083000000.0
Change To Operating Activities,-2000000.0,-29000000.0,-460000000.0,-248000000.0
Issuance Of Stock,39000000.0,133000000.0,125000000.0,439000000.0
Net Income,425000000.0,207000000.0,233000000.0,115000000.0
Change In Cash,-122000000.0,95000000.0,-129000000.0,133000000.0
Total Cash From Operating Activities,756000000.0,471000000.0,-35000000.0,398000000.0
Depreciation,324000000.0,321000000.0,295000000.0,190000000.0
Other Cashflows From Investing Activities,-21000000.0,8000000.0,-1000000.0,6000000.0
Dividends Paid,-141000000.0,-142000000.0,-140000000.0,-127000000.0
Change To Inventory,-68000000.0,-59000000.0,54000000.0,36000000.0
Change To Account Receivables,-120000000.0,-87000000.0,-5000000.0,66000000.0
Other Cashflows From Financing Activities,-12000000.0,-11000000.0,-22000000.0,-10000000.0
Change To Netincome,82000000.0,24000000.0,35000000.0,30000000.0
Capital Expenditures,-865000000.0,-879000000.0,-888000000.0,-1354000000.0
Repurchase Of Stock,,,-17000000.0,-17000000.0
