,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Capital Surplus,6483000000.0,6436000000.0,6295000000.0,6179000000.0
Total Liab,24851000000.0,24434000000.0,23512000000.0,22950000000.0
Total Stockholder Equity,9685000000.0,9353000000.0,9148000000.0,8938000000.0
Minority Interest,129000000.0,129000000.0,129000000.0,142000000.0
Deferred Long Term Liab,1235000000.0,1272000000.0,1249000000.0,1100000000.0
Other Current Liab,833000000.0,830000000.0,745000000.0,599000000.0
Total Assets,34665000000.0,33916000000.0,32789000000.0,32030000000.0
Common Stock,3000000.0,3000000.0,3000000.0,3000000.0
Other Current Assets,644000000.0,649000000.0,615000000.0,244000000.0
Retained Earnings,3199000000.0,2915000000.0,2850000000.0,2757000000.0
Other Liab,10050000000.0,9765000000.0,9678000000.0,9660000000.0
Good Will,411000000.0,411000000.0,411000000.0,411000000.0
Other Assets,3182000000.0,3065000000.0,2951000000.0,2866000000.0
Cash,7000000.0,99000000.0,6000000.0,139000000.0
Total Current Liabilities,2357000000.0,2177000000.0,2307000000.0,2180000000.0
Short Long Term Debt,57000000.0,8000000.0,8000000.0,8000000.0
Property Plant Equipment,28559000000.0,28020000000.0,27307000000.0,26807000000.0
Total Current Assets,2204000000.0,2116000000.0,1823000000.0,1653000000.0
Long Term Investments,309000000.0,304000000.0,297000000.0,293000000.0
Net Tangible Assets,9274000000.0,8942000000.0,8737000000.0,8527000000.0
Net Receivables,958000000.0,841000000.0,735000000.0,749000000.0
Long Term Debt,12444000000.0,12492000000.0,11527000000.0,11078000000.0
Inventory,595000000.0,527000000.0,467000000.0,521000000.0
Accounts Payable,811000000.0,779000000.0,581000000.0,958000000.0
Treasury Stock,,-1000000.0,,-1000000.0
Other Stockholder Equity,,-1000000.0,,-1000000.0
