,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Intangible Assets,6725000000.0,6846000000.0,6852000000.0,3986000000.0
Capital Surplus,40493000000.0,40460000000.0,40401000000.0,40606000000.0
Total Liab,1260429000000.0,1255156000000.0,1253569000000.0,1263062000000.0
Total Stockholder Equity,64469000000.0,63637000000.0,61915000000.0,60610000000.0
Minority Interest,1634000000.0,1591000000.0,1642000000.0,1587000000.0
Other Current Liab,60134000000.0,60108000000.0,55573000000.0,136818000000.0
Total Assets,1326532000000.0,1320384000000.0,1317126000000.0,1325259000000.0
Common Stock,5291000000.0,5291000000.0,5291000000.0,5291000000.0
Retained Earnings,12357000000.0,11800000000.0,11126000000.0,10014000000.0
Other Liab,135273000000.0,138364000000.0,136806000000.0,21653000000.0
Treasury Stock,6328000000.0,6086000000.0,45498000000.0,4699000000.0
Other Assets,587082000000.0,579783000000.0,576132000000.0,467748000000.0
Cash,196892000000.0,188996000000.0,179981000000.0,156329000000.0
Total Current Liabilities,915729000000.0,911588000000.0,919556000000.0,1145072000000.0
Deferred Long Term Asset Charges,5799000000.0,5890000000.0,5934000000.0,6058000000.0
Short Long Term Debt,1034000000.0,1044000000.0,1334000000.0,91602000000.0
Other Stockholder Equity,6344000000.0,6114000000.0,45533000000.0,4706000000.0
Property Plant Equipment,5317000000.0,5378000000.0,5457000000.0,5549000000.0
Total Current Assets,612450000000.0,606579000000.0,601704000000.0,771229000000.0
Long Term Investments,114958000000.0,121798000000.0,126981000000.0,74008000000.0
Net Tangible Assets,57744000000.0,56791000000.0,55063000000.0,53885000000.0
Short Term Investments,8752000000.0,26150000000.0,20447000000.0,75141000000.0
Net Receivables,8630000000.0,1036000000.0,958000000.0,59741000000.0
Long Term Debt,209427000000.0,205204000000.0,197207000000.0,93062000000.0
Accounts Payable,586053000000.0,581329000000.0,580818000000.0,568031000000.0
Other Current Assets,,4400000000.0,,23562000000.0
Good Will,,,,2739000000.0
