,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Intangible Assets,128331000.0,141396000.0,157149000.0,153424000.0
Capital Surplus,2054994000.0,2046523000.0,1507519000.0,1528975000.0
Total Liab,1751719000.0,1828034000.0,2472224000.0,2494649000.0
Total Stockholder Equity,1634934000.0,1639493000.0,1121852000.0,1153036000.0
Deferred Long Term Liab,121400000.0,106500000.0,100200000.0,94900000.0
Other Current Liab,246060000.0,253325000.0,271403000.0,316338000.0
Total Assets,3386653000.0,3467527000.0,3594076000.0,3647685000.0
Common Stock,319000.0,315000.0,289000.0,289000.0
Other Current Assets,85912000.0,60231000.0,51073000.0,82204000.0
Retained Earnings,-298942000.0,-287222000.0,-260955000.0,-257321000.0
Other Liab,243155000.0,249784000.0,296043000.0,302253000.0
Good Will,2155270000.0,2157500000.0,2154443000.0,2131095000.0
Treasury Stock,-121437000.0,-120123000.0,-125001000.0,-118907000.0
Other Assets,270181000.0,250458000.0,258480000.0,339153000.0
Cash,187307000.0,235757000.0,342851000.0,299446000.0
Total Current Liabilities,928349000.0,993649000.0,1586385000.0,1596080000.0
Deferred Long Term Asset Charges,45927000.0,,,
Short Long Term Debt,372999000.0,470863000.0,1065183000.0,1053011000.0
Other Stockholder Equity,-104649000.0,-103335000.0,-108213000.0,-102119000.0
Property Plant Equipment,229326000.0,234849000.0,239373000.0,239811000.0
Total Current Assets,603545000.0,683324000.0,782631000.0,784202000.0
Net Tangible Assets,-648667000.0,-659403000.0,-1189740000.0,-1131483000.0
Short Term Investments,22168000.0,65157000.0,69549000.0,74862000.0
Net Receivables,234892000.0,246608000.0,248149000.0,264747000.0
Long Term Debt,494925000.0,494665000.0,494299000.0,495977000.0
Accounts Payable,90120000.0,85765000.0,77160000.0,81461000.0
Long Term Investments,,,2000000.0,
