,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Investments,42975000.0,6400000.0,3302000.0,-3784000.0
Change To Liabilities,1524000.0,3622000.0,-29355000.0,35450000.0
Total Cashflows From Investing Activities,31121000.0,-5560000.0,-46011000.0,-21979000.0
Net Borrowings,-108289000.0,-121787000.0,-121787000.0,-121787000.0
Total Cash From Financing Activities,-129802000.0,-150115000.0,912000.0,-43735000.0
Change To Operating Activities,5057000.0,-31122000.0,1387000.0,-15372000.0
Issuance Of Stock,8700000.0,8700000.0,8368000.0,8368000.0
Net Income,-11720000.0,-26267000.0,-3634000.0,14895000.0
Change In Cash,-48450000.0,-107094000.0,43405000.0,-1787000.0
Repurchase Of Stock,-29472000.0,-25940000.0,-5227000.0,-43729000.0
Effect Of Exchange Rate,53000.0,740000.0,72000.0,2739000.0
Total Cash From Operating Activities,50178000.0,47841000.0,88432000.0,61188000.0
Depreciation,17055000.0,24900000.0,23299000.0,22786000.0
Other Cashflows From Investing Activities,-146000.0,377000.0,1046000.0,-545000.0
Change To Account Receivables,-16403000.0,13373000.0,30939000.0,-40023000.0
Other Cashflows From Financing Activities,-741000.0,-2388000.0,-2229000.0,-6000.0
Change To Netincome,49665000.0,63335000.0,65796000.0,43452000.0
Capital Expenditures,-11708000.0,-12087000.0,-15319000.0,-17400000.0
