,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Investments,-135100000.0,-11200000.0,-4800000.0,-219100000.0
Change To Liabilities,-224200000.0,75200000.0,655800000.0,-196600000.0
Total Cashflows From Investing Activities,-358700000.0,-451000000.0,-215700000.0,-841500000.0
Net Borrowings,-620200000.0,-26400000.0,-182000000.0,278500000.0
Total Cash From Financing Activities,-738400000.0,-143200000.0,-508300000.0,179500000.0
Net Income,377700000.0,492900000.0,470100000.0,405800000.0
Change In Cash,-842000000.0,-250200000.0,-219600000.0,195300000.0
Repurchase Of Stock,-100000.0,-100000.0,-1400000.0,-500000.0
Effect Of Exchange Rate,-27400000.0,13200000.0,-32500000.0,62600000.0
Total Cash From Operating Activities,282500000.0,330800000.0,536900000.0,794700000.0
Depreciation,66400000.0,77100000.0,86500000.0,101700000.0
Dividends Paid,-118100000.0,-118100000.0,-353700000.0,-110843000.0
Change To Inventory,-502000000.0,-569100000.0,-269900000.0,-60100000.0
Change To Account Receivables,450100000.0,270000000.0,-441400000.0,274500000.0
Change To Netincome,-195500000.0,-10800000.0,-49600000.0,-71900000.0
Capital Expenditures,-378500000.0,-435600000.0,-357700000.0,-505500000.0
Issuance Of Stock,,1300000.0,28800000.0,12400000.0
Other Cashflows From Investing Activities,,,-12800000.0,-12800000.0
Change To Operating Activities,,,,-115200000.0
