,2021-03-31,2020-12-31,2020-09-30,2020-06-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,1029000000.0,-7363000000.0,655000000.0,645000000.0
Minority Interest,1467000000.0,1492000000.0,1465000000.0,1621000000.0
Net Income,666000000.0,-6226000000.0,577000000.0,444000000.0
Selling General Administrative,2224000000.0,2291000000.0,2237000000.0,2097000000.0
Gross Profit,3116000000.0,3151000000.0,3000000000.0,2700000000.0
Ebit,892000000.0,860000000.0,763000000.0,603000000.0
Operating Income,892000000.0,860000000.0,763000000.0,603000000.0
Other Operating Expenses,,,,
Interest Expense,-52000000.0,-55000000.0,-50000000.0,-60000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,316000000.0,-1189000000.0,28000000.0,150000000.0
Total Revenue,59142000000.0,62599000000.0,60808000000.0,55679000000.0
Total Operating Expenses,58250000000.0,61739000000.0,60045000000.0,55076000000.0
Cost Of Revenue,56026000000.0,59448000000.0,57808000000.0,52979000000.0
Total Other Income Expense Net,137000000.0,-8223000000.0,-108000000.0,42000000.0
Discontinued Operations,,,,-1000000.0
Net Income From Continuing Ops,713000000.0,-6174000000.0,627000000.0,495000000.0
Net Income Applicable To Common Shares,666000000.0,-6226000000.0,577000000.0,444000000.0
