,Year,Quarter,Total Assets,Total Liabilities,Common Stock,Dividends Paid,Total Cash Inflow,Total Cash Outflow
0,2020,4,11194579000,7839168000,126000,0,617333000,407482000
1,2021,1,11427474000,8130975000,127000,0,608623000,424384000
2,2021,2,13026883000,9538036000,127000,0,667381000,471134000
3,2021,3,13454383000,10279398000,127000,0,755477000,521470000
