,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Investments,-67325000.0,-29234000.0,-163020000.0,107321000.0
Change To Liabilities,17241000.0,-722000.0,13513000.0,-9401000.0
Total Cashflows From Investing Activities,-86930000.0,-69342000.0,-182866000.0,94260000.0
Total Cash From Financing Activities,-24808000.0,-27156000.0,-10993000.0,-21919000.0
Change To Operating Activities,21398000.0,-271000.0,16961000.0,5797000.0
Issuance Of Stock,4604000.0,2176000.0,13037000.0,2310000.0
Net Income,68770000.0,55169000.0,45413000.0,42887000.0
Change In Cash,5879000.0,1845000.0,-116584000.0,155483000.0
Effect Of Exchange Rate,-184000.0,1397000.0,218000.0,3494000.0
Total Cash From Operating Activities,117801000.0,96946000.0,77057000.0,79648000.0
Depreciation,7727000.0,7120000.0,5529000.0,5401000.0
Other Cashflows From Investing Activities,-231000.0,-810000.0,-876000.0,-1580000.0
Dividends Paid,-28503000.0,-28755000.0,-23467000.0,-23309000.0
Change To Inventory,-30731000.0,-2086000.0,-18151000.0,-8970000.0
Change To Account Receivables,-2314000.0,6517000.0,-17236000.0,26703000.0
Other Cashflows From Financing Activities,-909000.0,-577000.0,-563000.0,-920000.0
Change To Netincome,33262000.0,31379000.0,29228000.0,14679000.0
Capital Expenditures,-18581000.0,-39298000.0,-18970000.0,-11481000.0
