,Year,Quarter,Total Assets,Total Liabilities,Common Stock,Dividends Paid,Total Cash Inflow,Total Cash Outflow
0,2020,4,79086973226380,31412381141300,482403125000,118435538800,15264210915700,14563195294390
1,2021,1,82822614097520,33607143443630,482403125000,1567322910,16068722906870,15043987222520
2,2021,2,83469600711890,32614320071530,482403125000,627675574470,18292466348600,16628122555860
3,2021,3,90135057112120,36613743440890,482403125000,304786319210,20636882442640,18207162243930
