Date,Dividends
1994-12-23,0.045
1995-12-27,0.055
1996-12-26,0.282
1997-12-26,0.058
1998-12-28,0.166
1999-12-28,0.279
2000-06-27,0.112
2000-12-27,0.106
2001-06-27,0.096
2001-12-26,0.384
2002-06-26,0.102
2002-12-26,0.108
2003-06-25,0.105
2003-12-26,0.631
2004-06-25,0.216
2004-12-28,1.185
2005-06-27,0.374
2007-06-27,0.676
2007-12-26,1.979
2010-06-25,0.434
2010-12-28,1.682
2011-06-27,0.453
2011-12-28,1.286
2012-06-27,0.369
2012-12-26,1.326
