,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Investments,-6000000.0,-15100000.0,-15100000.0,-31000000.0
Change To Liabilities,-22000000.0,-63300000.0,231000000.0,-36700000.0
Total Cashflows From Investing Activities,-87700000.0,-99800000.0,-73700000.0,-231100000.0
Net Borrowings,15000000.0,-60000000.0,-50000000.0,50000000.0
Total Cash From Financing Activities,-169200000.0,-248700000.0,-199200000.0,-26300000.0
Change To Operating Activities,-7700000.0,-19500000.0,-21000000.0,-20900000.0
Issuance Of Stock,23900000.0,13400000.0,7600000.0,19700000.0
Net Income,201700000.0,154000000.0,168600000.0,176200000.0
Change In Cash,25800000.0,-114600000.0,172100000.0,-3000000.0
Repurchase Of Stock,-150200000.0,-153200000.0,-107800000.0,-50600000.0
Effect Of Exchange Rate,-2500000.0,700000.0,-3700000.0,5400000.0
Total Cash From Operating Activities,285200000.0,233200000.0,448700000.0,249000000.0
Depreciation,89700000.0,103800000.0,93500000.0,-27400000.0
Other Cashflows From Investing Activities,-2400000.0,-4400000.0,400000.0,-3800000.0
Dividends Paid,-46800000.0,-47100000.0,-47100000.0,-44000000.0
Change To Account Receivables,-7900000.0,48500000.0,-89500000.0,5400000.0
Other Cashflows From Financing Activities,-11100000.0,-1800000.0,-1900000.0,-1400000.0
Change To Netincome,20100000.0,47200000.0,27300000.0,35100000.0
Capital Expenditures,-61400000.0,-62500000.0,-59200000.0,-72400000.0
