,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Change To Liabilities,-9400000.0,42600000.0,-34600000.0,47600000.0
Total Cashflows From Investing Activities,-38800000.0,-43900000.0,-35300000.0,-59700000.0
Net Borrowings,-70300000.0,69800000.0,-400200000.0,-200000.0
Total Cash From Financing Activities,-73100000.0,-240000000.0,-409600000.0,-200000.0
Change To Operating Activities,-3100000.0,-56500000.0,6300000.0,-12800000.0
Net Income,150100000.0,121400000.0,98000000.0,68600000.0
Change In Cash,53300000.0,-100200000.0,-337400000.0,204400000.0
Repurchase Of Stock,-2800000.0,-2800000.0,-2800000.0,-2800000.0
Effect Of Exchange Rate,-8200000.0,-400000.0,-1000000.0,2700000.0
Total Cash From Operating Activities,173400000.0,184100000.0,108500000.0,261600000.0
Depreciation,39900000.0,38400000.0,37900000.0,34000000.0
Other Cashflows From Investing Activities,26100000.0,26100000.0,26100000.0,-25000000.0
Dividends Paid,-309900000.0,-309900000.0,-309900000.0,-309900000.0
Change To Inventory,-15100000.0,-8100000.0,8400000.0,6600000.0
Change To Account Receivables,-1100000.0,-4000000.0,-66600000.0,42400000.0
Change To Netincome,26300000.0,40600000.0,80400000.0,71800000.0
Capital Expenditures,-64900000.0,-43900000.0,-35900000.0,-34700000.0
Issuance Of Stock,,100000.0,100000.0,100000.0
Other Cashflows From Financing Activities,,,-9500000.0,-9500000.0
