,2021-03-31,2020-12-31,2020-09-30,2020-06-30
Intangible Assets,21818000000.0,21818000000.0,20996000000.0,20996000000.0
Capital Surplus,150812000000.0,150812000000.0,152694000000.0,152694000000.0
Total Liab,97247000000.0,97247000000.0,97282000000.0,97282000000.0
Total Stockholder Equity,55804000000.0,55804000000.0,58356000000.0,58356000000.0
Minority Interest,2012000000.0,2012000000.0,1224000000.0,1224000000.0
Deferred Long Term Liab,580000000.0,580000000.0,,
Other Current Liab,6320000000.0,6320000000.0,2497000000.0,2497000000.0
Total Assets,155063000000.0,155063000000.0,156862000000.0,156862000000.0
Common Stock,4797000000.0,4797000000.0,4797000000.0,4797000000.0
Other Current Assets,5967000000.0,5967000000.0,2312000000.0,2312000000.0
Retained Earnings,-121587000000.0,-121587000000.0,-120331000000.0,-120331000000.0
Other Liab,5345000000.0,5345000000.0,4253000000.0,4253000000.0
Good Will,31731000000.0,31731000000.0,31251000000.0,31251000000.0
Treasury Stock,21782000000.0,21782000000.0,21196000000.0,21196000000.0
Other Assets,26406000000.0,26406000000.0,30762000000.0,30762000000.0
Cash,5821000000.0,5821000000.0,6612000000.0,6612000000.0
Total Current Liabilities,28711000000.0,28711000000.0,26293000000.0,26293000000.0
Deferred Long Term Asset Charges,21569000000.0,21569000000.0,23990000000.0,23990000000.0
Short Long Term Debt,4354000000.0,4354000000.0,1886000000.0,1886000000.0
Other Stockholder Equity,27954000000.0,27954000000.0,28916000000.0,28916000000.0
Property Plant Equipment,41243000000.0,41243000000.0,38059000000.0,38059000000.0
Total Current Assets,28270000000.0,28270000000.0,29467000000.0,29467000000.0
Long Term Investments,5595000000.0,5595000000.0,6327000000.0,6327000000.0
Net Tangible Assets,2255000000.0,2255000000.0,6109000000.0,6109000000.0
Short Term Investments,6052000000.0,6052000000.0,9180000000.0,9180000000.0
Net Receivables,8672000000.0,8672000000.0,10757000000.0,10757000000.0
Long Term Debt,53282000000.0,53282000000.0,55143000000.0,55143000000.0
Inventory,676000000.0,676000000.0,606000000.0,606000000.0
Accounts Payable,6775000000.0,6775000000.0,14380000000.0,14380000000.0
