,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Investments,-364000000.0,-369000000.0,-144000000.0,-136000000.0
Change To Liabilities,-75000000.0,236000000.0,221000000.0,-64000000.0
Total Cashflows From Investing Activities,-365000000.0,-373000000.0,-153000000.0,-148000000.0
Total Cash From Financing Activities,-154000000.0,-134000000.0,-154000000.0,-238000000.0
Change To Operating Activities,383000000.0,173000000.0,59000000.0,51000000.0
Issuance Of Stock,2000000.0,4000000.0,4000000.0,2000000.0
Net Income,153000000.0,703000000.0,620000000.0,1049000000.0
Change In Cash,82000000.0,56000000.0,47000000.0,-14000000.0
Repurchase Of Stock,-12000000.0,-12000000.0,-28000000.0,-5000000.0
Total Cash From Operating Activities,601000000.0,563000000.0,354000000.0,372000000.0
Depreciation,23000000.0,23000000.0,23000000.0,19000000.0
Dividends Paid,-100000000.0,-100000000.0,-95000000.0,-95000000.0
Change To Account Receivables,85000000.0,-199000000.0,-166000000.0,70000000.0
Other Cashflows From Financing Activities,-44000000.0,-40000000.0,-38000000.0,-71000000.0
Change To Netincome,72000000.0,-396000000.0,-369000000.0,-770000000.0
Capital Expenditures,-3000000.0,-4000000.0,-5000000.0,-4000000.0
Net Borrowings,,2000000.0,3000000.0,-69000000.0
