,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Change To Liabilities,133867000.0,142167000.0,202862000.0,-201962000.0
Total Cashflows From Investing Activities,-458748000.0,-99796000.0,-63244000.0,-31636000.0
Net Borrowings,614920000.0,644092000.0,116650000.0,-174127000.0
Total Cash From Financing Activities,220552000.0,375252000.0,-16579000.0,-194874000.0
Change To Operating Activities,82959000.0,72076000.0,63878000.0,-34099000.0
Issuance Of Stock,12238000.0,8576000.0,27345000.0,41017000.0
Net Income,234007000.0,196247000.0,184239000.0,209851000.0
Change In Cash,-50366000.0,627781000.0,-45097000.0,105759000.0
Repurchase Of Stock,-405692000.0,-254544000.0,-162041000.0,-61501000.0
Effect Of Exchange Rate,-55269000.0,73733000.0,-43124000.0,74376000.0
Total Cash From Operating Activities,243099000.0,278592000.0,77850000.0,257893000.0
Depreciation,73411000.0,68470000.0,64924000.0,22231000.0
Change To Account Receivables,-314326000.0,-237981000.0,-468593000.0,214450000.0
Other Cashflows From Financing Activities,-914000.0,-22872000.0,1467000.0,-263000.0
Change To Netincome,31526000.0,35836000.0,29069000.0,5764000.0
Capital Expenditures,-28690000.0,-26239000.0,-19526000.0,-23406000.0
Other Cashflows From Investing Activities,,-2281000.0,-2281000.0,-2281000.0
