,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Investments,263000000.0,803000000.0,893000000.0,950000000.0
Change To Liabilities,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-1834000000.0,-1853000000.0,4637000000.0,-3259000000.0
Net Borrowings,-700000000.0,-1707000000.0,-618000000.0,-1000000.0
Total Cash From Financing Activities,-1623000000.0,-5148000000.0,-979000000.0,-848000000.0
Change To Operating Activities,373000000.0,-217000000.0,-147000000.0,520000000.0
Net Income,1141000000.0,1242000000.0,1025000000.0,738000000.0
Change In Cash,-1642000000.0,-5560000000.0,5497000000.0,-2021000000.0
Repurchase Of Stock,-1301000000.0,-393000000.0,-200000000.0,-200000000.0
Total Cash From Operating Activities,1815000000.0,1441000000.0,1839000000.0,2086000000.0
Depreciation,93000000.0,97000000.0,95000000.0,93000000.0
Other Cashflows From Investing Activities,-113000000.0,-57000000.0,-252000000.0,-124000000.0
Dividends Paid,-135000000.0,-138000000.0,-139000000.0,-138000000.0
Other Cashflows From Financing Activities,513000000.0,-2910000000.0,-22000000.0,-709000000.0
Change To Netincome,225000000.0,11000000.0,578000000.0,790000000.0
