,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Intangible Assets,700000.0,1400000.0,2100000.0,2800000.0
Capital Surplus,1456371000.0,1296824000.0,1264182000.0,1236993000.0
Total Liab,1462364000.0,644836000.0,601486000.0,563711000.0
Total Stockholder Equity,853150000.0,801096000.0,804040000.0,816940000.0
Deferred Long Term Liab,61607000.0,56587000.0,48982000.0,44176000.0
Other Current Liab,92415000.0,79829000.0,66418000.0,68246000.0
Total Assets,2315514000.0,1445932000.0,1405526000.0,1380651000.0
Common Stock,318000.0,309000.0,307000.0,304000.0
Other Current Assets,471000.0,2659000.0,2659000.0,12886000.0
Retained Earnings,-603328000.0,-495993000.0,-460483000.0,-420520000.0
Other Liab,10986000.0,15996000.0,15467000.0,11750000.0
Good Will,17167000.0,17167000.0,17167000.0,17167000.0
Treasury Stock,-211000.0,-44000.0,34000.0,163000.0
Other Assets,89684000.0,80667000.0,69281000.0,64324000.0
Cash,618231000.0,247551000.0,187476000.0,108895000.0
Total Current Liabilities,226957000.0,200476000.0,168146000.0,141377000.0
Other Stockholder Equity,-211000.0,-44000.0,34000.0,163000.0
Property Plant Equipment,277386000.0,200745000.0,177110000.0,166406000.0
Total Current Assets,1930577000.0,1145953000.0,1139868000.0,1129954000.0
Net Tangible Assets,835283000.0,782529000.0,784773000.0,796973000.0
Short Term Investments,1195646000.0,785991000.0,847748000.0,927447000.0
Net Receivables,89754000.0,81102000.0,74900000.0,67037000.0
Long Term Debt,1143308000.0,401428000.0,392246000.0,383275000.0
Accounts Payable,34561000.0,29558000.0,20475000.0,14485000.0
