Date,Closing Price
1986-02-06,1.853689432144165
1986-02-07,1.853689432144165
1986-02-10,1.853689432144165
1986-02-11,1.853689432144165
1986-02-12,1.853689432144165
1986-02-13,1.853689432144165
1986-02-14,1.853689432144165
1986-02-18,1.853689432144165
1986-02-19,1.853689432144165
1986-02-20,1.853689432144165
1986-02-21,1.853689432144165
1986-02-24,1.853689432144165
1986-02-25,1.853689432144165
1986-02-26,1.853689432144165
1986-02-27,1.853689432144165
1986-02-28,1.853689432144165
1986-03-03,1.824265718460083
1986-03-04,1.824265718460083
1986-03-05,1.853689432144165
1986-03-06,1.853689432144165
1986-03-07,1.824265718460083
1986-03-10,1.853689432144165
1986-03-11,1.824265718460083
1986-03-12,1.824265718460083
1986-03-13,1.824265718460083
1986-03-14,1.853689432144165
1986-03-17,1.853689432144165
1986-03-18,1.824265718460083
1986-03-19,1.824265718460083
1986-03-20,1.824265718460083
1986-03-21,1.853689432144165
1986-03-24,1.824265718460083
1986-03-25,1.824265718460083
1986-03-26,1.853689432144165
1986-03-27,1.824265718460083
1986-03-31,1.824265718460083
1986-04-01,1.824265718460083
1986-04-02,1.824265718460083
1986-04-03,1.824265718460083
1986-04-04,1.824265718460083
1986-04-07,1.7948414087295532
1986-04-08,1.7948414087295532
1986-04-09,1.7948414087295532
1986-04-10,1.824265718460083
1986-04-11,1.7948414087295532
1986-04-14,1.7948414087295532
1986-04-15,1.7948414087295532
1986-04-16,1.7948414087295532
1986-04-17,1.7654188871383667
1986-04-18,1.7359954118728638
1986-04-21,1.7065715789794922
1986-04-22,1.7359954118728638
1986-04-23,1.7065715789794922
1986-04-24,1.7654188871383667
1986-04-25,1.7065715789794922
1986-04-28,1.7359954118728638
1986-04-29,1.6771477460861206
1986-04-30,1.7359954118728638
1986-05-01,1.7359954118728638
1986-05-02,1.7359954118728638
1986-05-05,1.7948414087295532
1986-05-06,1.8831123113632202
1986-05-07,1.8831123113632202
1986-05-08,1.9125372171401978
1986-05-09,1.9125372171401978
1986-05-12,1.9419602155685425
1986-05-13,1.9125372171401978
1986-05-14,1.9125372171401978
1986-05-15,1.8831123113632202
1986-05-16,1.8831123113632202
1986-05-19,1.7948414087295532
1986-05-20,1.7948414087295532
1986-05-21,1.7359954118728638
1986-05-22,1.7359954118728638
1986-05-23,1.7359954118728638
1986-05-27,1.824265718460083
1986-05-28,1.7654188871383667
1986-05-29,1.824265718460083
1986-05-30,1.824265718460083
1986-06-02,1.7654188871383667
1986-06-03,1.7065715789794922
1986-06-04,1.7065715789794922
1986-06-05,1.7065715789794922
1986-06-06,1.7359954118728638
1986-06-09,1.7654188871383667
1986-06-10,1.7359954118728638
1986-06-11,1.7359954118728638
1986-06-12,1.7654188871383667
1986-06-13,1.7359954118728638
1986-06-16,1.7948414087295532
1986-06-17,1.7948414087295532
1986-06-18,1.7654188871383667
1986-06-19,1.7654188871383667
1986-06-20,1.7065715789794922
1986-06-23,1.6771477460861206
1986-06-24,1.7065715789794922
1986-06-25,1.7065715789794922
