,Year,Quarter,Total Assets,Total Liabilities,Common Stock,Dividends Paid,Total Cash Inflow,Total Cash Outflow
0,2020,4,9111394000,3876946000,3733000,94856000,269241000,100425000
1,2021,1,9295447000,4036306000,3743000,95310000,292660000,213298000
2,2021,2,9844160000,4329251000,3780000,95772000,274922000,99105000
3,2021,3,10048377000,4003994000,3807000,96537000,283360000,-211457000
