,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,45000000.0,-82000000.0,-154712000.0,-17644000.0
Minority Interest,367000000.0,356000000.0,413903000.0,531066000.0
Net Income,22000000.0,-36000000.0,-63338000.0,-7085000.0
Selling General Administrative,470500000.0,397500000.0,343274000.0,268642000.0
Gross Profit,552500000.0,338500000.0,244464000.0,262073000.0
Ebit,82000000.0,-59000000.0,-98810000.0,-6569000.0
Operating Income,82000000.0,-59000000.0,-98810000.0,-6569000.0
Other Operating Expenses,,,,
Interest Expense,-43000000.0,-30000000.0,-62475000.0,-20276000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,0.0,0.0,-93000.0,76000.0
Total Revenue,3336000000.0,2245000000.0,1826406000.0,1543609000.0
Total Operating Expenses,3254000000.0,2304000000.0,1925216000.0,1550178000.0
Cost Of Revenue,2783500000.0,1906500000.0,1581942000.0,1281536000.0
Total Other Income Expense Net,-37000000.0,-23000000.0,-55902000.0,-11075000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,45000000.0,-82000000.0,-154619000.0,-17720000.0
Net Income Applicable To Common Shares,22000000.0,-36000000.0,-63338000.0,-7085000.0
