,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Investments,13000000.0,752000000.0,-7000000.0,-8000000.0
Change To Liabilities,235000000.0,-35000000.0,-164000000.0,-62000000.0
Total Cashflows From Investing Activities,-96000000.0,437000000.0,-93000000.0,-168000000.0
Net Borrowings,-1000000.0,-1000000.0,-1000000.0,-552000000.0
Total Cash From Financing Activities,-38000000.0,-1567000000.0,-566000000.0,-820000000.0
Change To Operating Activities,-21000000.0,58000000.0,2000000.0,-21000000.0
Issuance Of Stock,40000000.0,51000000.0,17000000.0,45000000.0
Net Income,505000000.0,631000000.0,469000000.0,579000000.0
Change In Cash,427000000.0,-670000000.0,72000000.0,-447000000.0
Total Cash From Operating Activities,561000000.0,460000000.0,731000000.0,541000000.0
Depreciation,101000000.0,100000000.0,101000000.0,98000000.0
Dividends Paid,-76000000.0,-81000000.0,-75000000.0,-75000000.0
Change To Account Receivables,-220000000.0,127000000.0,138000000.0,-100000000.0
Other Cashflows From Financing Activities,-1000000.0,-36000000.0,-76000000.0,14000000.0
Change To Netincome,-3000000.0,-343000000.0,22000000.0,120000000.0
Capital Expenditures,-89000000.0,-84000000.0,-86000000.0,-162000000.0
Repurchase Of Stock,,-1501000000.0,-431000000.0,-252000000.0
