,Year,Quarter,Total Assets,Total Liabilities,Common Stock,Dividends Paid,Total Cash Inflow,Total Cash Outflow
0,2020,2,156862000000,97282000000,4797000000,604500000,10713500000,10056500000
1,2020,3,156862000000,97282000000,4797000000,604500000,10713500000,10056500000
2,2020,4,155063000000,97247000000,4797000000,609000000,11191000000,11792000000
3,2021,1,155063000000,97247000000,4797000000,609000000,11191000000,11792000000
