,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Intangible Assets,1280315000.0,1397151000.0,1528662000.0,1642651000.0
Capital Surplus,78652334000.0,78302735000.0,77866496000.0,77433882000.0
Total Liab,33985421000.0,38104200000.0,38458306000.0,37503020000.0
Total Stockholder Equity,68102505000.0,69397629000.0,68466225000.0,66765447000.0
Minority Interest,53148000.0,54103000.0,27254000.0,27069000.0
Other Current Liab,7858560000.0,11055773000.0,12873369000.0,10805698000.0
Total Assets,102141074000.0,107555932000.0,106951785000.0,104295536000.0
Common Stock,489000.0,488000.0,487000.0,482000.0
Other Current Assets,11425536000.0,15143600000.0,18191591000.0,12436637000.0
Retained Earnings,-8429277000.0,-6671136000.0,-7776244000.0,-8834830000.0
Other Liab,19780000.0,19971000.0,114151000.0,20760000.0
Good Will,2107777000.0,2504843000.0,2467497000.0,2467497000.0
Treasury Stock,-2121041000.0,-2234458000.0,-1624514000.0,-1834087000.0
Other Assets,1028971000.0,1122422000.0,1176260000.0,1212412000.0
Cash,21780230000.0,30544499000.0,26879245000.0,40969979000.0
Total Current Liabilities,29392815000.0,33522973000.0,33934832000.0,33633346000.0
Short Long Term Debt,397000000.0,577700000.0,589900000.0,1512510000.0
Other Stockholder Equity,-2121041000.0,-2234458000.0,-1624514000.0,-1834087000.0
Property Plant Equipment,9761885000.0,9669699000.0,9210930000.0,8293560000.0
Total Current Assets,70311349000.0,82326888000.0,85064274000.0,87539101000.0
Long Term Investments,17650777000.0,10534929000.0,7504162000.0,3140315000.0
Net Tangible Assets,64714413000.0,65495635000.0,64470066000.0,62655299000.0
Short Term Investments,23344042000.0,17881501000.0,22205145000.0,15688321000.0
Net Receivables,13761541000.0,18757288000.0,17788293000.0,17673154000.0
Accounts Payable,5309823000.0,6052121000.0,5406512000.0,6848222000.0
Long Term Debt,,7500000.0,7500000.0,15000000.0
Deferred Long Term Asset Charges,,,,884435000.0
