,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Research Development,1042906000.0,774958000.0,638006000.0,714391000.0
Effect Of Accounting Charges,,,,
Income Before Tax,-1562361000.0,1884440000.0,1482442000.0,1812507000.0
Minority Interest,53148000.0,54103000.0,27254000.0,27069000.0
Net Income,-1764920000.0,1111887000.0,1058586000.0,1094977000.0
Selling General Administrative,3614483000.0,3442242000.0,3165285000.0,3206975000.0
Gross Profit,2754631000.0,5332965000.0,4816557000.0,5424220000.0
Ebit,-1902758000.0,1115765000.0,1013266000.0,1502854000.0
Operating Income,-1902758000.0,1115765000.0,1013266000.0,1502854000.0
Other Operating Expenses,,,,
Interest Expense,,,,-60207000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,203514000.0,768838000.0,423671000.0,716951000.0
Total Revenue,18096140000.0,24173529000.0,20697049000.0,22670645000.0
Total Operating Expenses,19998898000.0,23057764000.0,19683783000.0,21167791000.0
Cost Of Revenue,15341509000.0,18840564000.0,15880492000.0,17246425000.0
Total Other Income Expense Net,340397000.0,768675000.0,469176000.0,309653000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,-1765875000.0,1115602000.0,1058771000.0,1095556000.0
Net Income Applicable To Common Shares,-1764920000.0,1111887000.0,1058586000.0,793079000.0
