,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Intangible Assets,14200000.0,6400000.0,9800000.0,17100000.0
Capital Surplus,3246000000.0,3208400000.0,3236900000.0,3240900000.0
Total Liab,7668500000.0,7807800000.0,7010100000.0,6790800000.0
Total Stockholder Equity,13802900000.0,12963100000.0,12485200000.0,11840000000.0
Minority Interest,322100000.0,312900000.0,285100000.0,281500000.0
Other Current Liab,400600000.0,654200000.0,605800000.0,352800000.0
Total Assets,21793500000.0,21083800000.0,19780400000.0,18912300000.0
Common Stock,4000000.0,4000000.0,4000000.0,3900000.0
Other Current Assets,1011600000.0,874900000.0,774400000.0,666800000.0
Retained Earnings,12376900000.0,11333500000.0,10476700000.0,9757800000.0
Other Liab,844300000.0,785400000.0,755500000.0,685500000.0
Good Will,163500000.0,163500000.0,163500000.0,163500000.0
Treasury Stock,-1824000000.0,-1582800000.0,-1232400000.0,-1162600000.0
Other Assets,207300000.0,185900000.0,214900000.0,201000000.0
Cash,1841600000.0,2110500000.0,2389600000.0,2962900000.0
Total Current Liabilities,3465000000.0,3718200000.0,2962600000.0,3334800000.0
Deferred Long Term Asset Charges,147100000.0,142800000.0,142000000.0,144900000.0
Short Long Term Debt,18900000.0,49200000.0,41300000.0,416300000.0
Property Plant Equipment,398600000.0,928900000.0,781800000.0,718400000.0
Total Current Assets,20984400000.0,19684500000.0,18584000000.0,17781000000.0
Long Term Investments,22100000.0,114600000.0,26400000.0,31300000.0
Net Tangible Assets,13625200000.0,12793200000.0,12311900000.0,11659400000.0
Net Receivables,250400000.0,257100000.0,227800000.0,224300000.0
Long Term Debt,3322700000.0,3268800000.0,3256500000.0,2750900000.0
Inventory,16011700000.0,14476300000.0,13576500000.0,12237400000.0
Accounts Payable,1250900000.0,1137400000.0,845600000.0,900500000.0
