,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Change To Liabilities,-82400000.0,563500000.0,254600000.0,152600000.0
Total Cashflows From Investing Activities,-10800000.0,-104700000.0,-91400000.0,-65700000.0
Net Borrowings,-82600000.0,234400000.0,-69500000.0,-43900000.0
Total Cash From Financing Activities,-372400000.0,-235500000.0,-221700000.0,-99600000.0
Change To Operating Activities,39700000.0,-487200000.0,-34800000.0,-114800000.0
Issuance Of Stock,42500000.0,4700000.0,900000.0,8400000.0
Net Income,1115500000.0,929500000.0,791800000.0,829000000.0
Change In Cash,-262800000.0,-243000000.0,-565200000.0,667400000.0
Repurchase Of Stock,-236800000.0,-423000000.0,-80100000.0,-80100000.0
Total Cash From Operating Activities,120400000.0,97200000.0,-252100000.0,832700000.0
Depreciation,17400000.0,18900000.0,20400000.0,23000000.0
Dividends Paid,-72100000.0,-72700000.0,-72900000.0,-63700000.0
Change To Inventory,-1014500000.0,-963000000.0,-1308000000.0,-99300000.0
Other Cashflows From Financing Activities,-23400000.0,21100000.0,-100000.0,-400000.0
Change To Netincome,42600000.0,33200000.0,21400000.0,39800000.0
Capital Expenditures,-15500000.0,-101900000.0,-102500000.0,-66400000.0
Investments,,100000.0,2100000.0,1900000.0
