,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Intangible Assets,5474000000.0,5562000000.0,5657000000.0,5746000000.0
Total Liab,60566000000.0,60191000000.0,61195000000.0,62994000000.0
Total Stockholder Equity,21745000000.0,21605000000.0,21436000000.0,18537000000.0
Minority Interest,8716000000.0,8792000000.0,13587000000.0,13613000000.0
Other Current Liab,205000000.0,,120000000.0,1856000000.0
Total Assets,96698000000.0,96242000000.0,96218000000.0,95144000000.0
Common Stock,21726000000.0,21579000000.0,21428000000.0,18531000000.0
Other Current Assets,383000000.0,286000000.0,248000000.0,84000000.0
Other Liab,5140000000.0,5220000000.0,4884000000.0,4816000000.0
Good Will,2395000000.0,2391000000.0,2391000000.0,2391000000.0
Treasury Stock,19000000.0,26000000.0,8000000.0,6000000.0
Other Assets,1722000000.0,1664000000.0,1680000000.0,1657000000.0
Cash,313000000.0,282000000.0,355000000.0,367000000.0
Total Current Liabilities,9834000000.0,8547000000.0,7779000000.0,5923000000.0
Short Long Term Debt,678000000.0,674000000.0,23000000.0,20000000.0
Other Stockholder Equity,19000000.0,26000000.0,8000000.0,6000000.0
Property Plant Equipment,75100000000.0,75392000000.0,75661000000.0,75973000000.0
Total Current Assets,9049000000.0,8208000000.0,7820000000.0,6317000000.0
Long Term Investments,2958000000.0,3025000000.0,3009000000.0,3060000000.0
Net Tangible Assets,13876000000.0,13652000000.0,13388000000.0,10400000000.0
Net Receivables,6542000000.0,5976000000.0,5407000000.0,3989000000.0
Long Term Debt,44793000000.0,45612000000.0,47712000000.0,51411000000.0
Inventory,1811000000.0,1664000000.0,1810000000.0,1739000000.0
Accounts Payable,5707000000.0,5023000000.0,4755000000.0,2836000000.0
Deferred Long Term Liab,,,,188000000.0
