,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Change To Liabilities,76000000.0,6000000.0,-21000000.0,64000000.0
Total Cashflows From Investing Activities,-863000000.0,-1167000000.0,-1035000000.0,-1719000000.0
Net Borrowings,101000000.0,269000000.0,2314000000.0,-216000000.0
Total Cash From Financing Activities,-134000000.0,41000000.0,2081000000.0,289000000.0
Change To Operating Activities,-103000000.0,-91000000.0,-1072000000.0,114000000.0
Issuance Of Stock,13000000.0,13000000.0,13000000.0,722000000.0
Net Income,609000000.0,311000000.0,362000000.0,288000000.0
Change In Cash,93000000.0,-501000000.0,910000000.0,-756000000.0
Total Cash From Operating Activities,1090000000.0,625000000.0,-136000000.0,674000000.0
Depreciation,584000000.0,552000000.0,547000000.0,529000000.0
Other Cashflows From Investing Activities,202000000.0,-224000000.0,-11000000.0,-31000000.0
Dividends Paid,-238000000.0,-237000000.0,-223000000.0,-218000000.0
Change To Inventory,-89000000.0,-32000000.0,39000000.0,-43000000.0
Change To Account Receivables,-45000000.0,-115000000.0,66000000.0,-173000000.0
Other Cashflows From Financing Activities,-10000000.0,9000000.0,-10000000.0,1000000.0
Change To Netincome,58000000.0,-6000000.0,-57000000.0,-105000000.0
Capital Expenditures,-1065000000.0,-943000000.0,-1024000000.0,-1688000000.0
