,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Investments,-34943000.0,27869000.0,-168483000.0,239223000.0
Change To Liabilities,77104000.0,-22283000.0,29037000.0,12614000.0
Total Cashflows From Investing Activities,-50209000.0,10320000.0,-175204000.0,233562000.0
Net Borrowings,-1254000.0,-7671000.0,-7671000.0,-7671000.0
Total Cash From Financing Activities,-172549000.0,-183456000.0,-177313000.0,-173749000.0
Change To Operating Activities,-1133000.0,-11844000.0,-6758000.0,1893000.0
Issuance Of Stock,4303000.0,4303000.0,8101000.0,8101000.0
Net Income,156622000.0,147772000.0,150354000.0,157314000.0
Change In Cash,37071000.0,-30790000.0,-154383000.0,255492000.0
Repurchase Of Stock,-175598000.0,-175785000.0,-185414000.0,-173749000.0
Effect Of Exchange Rate,-236000.0,-162000.0,-202000.0,458000.0
Total Cash From Operating Activities,260065000.0,142508000.0,198336000.0,195221000.0
Depreciation,12032000.0,12003000.0,11574000.0,11889000.0
Change To Netincome,15440000.0,16860000.0,14129000.0,11511000.0
Capital Expenditures,-15266000.0,-17549000.0,-6721000.0,-6462000.0
