,2021-03-31,2020-12-31,2020-09-30,2020-06-30
Change To Liabilities,45499000.0,-32613000.0,64821000.0,-14959000.0
Total Cashflows From Investing Activities,-38891000.0,206151000.0,104359000.0,-3949000.0
Net Borrowings,-2972576000.0,-2339125000.0,5580612000.0,3405967000.0
Total Cash From Financing Activities,-5348480000.0,-3708301000.0,3358038000.0,1793338000.0
Change To Operating Activities,976025000.0,-98903000.0,-27166000.0,680467000.0
Net Income,123702000.0,140048000.0,57903000.0,-97721000.0
Change In Cash,886450000.0,-1516385000.0,1724487000.0,-513201000.0
Effect Of Exchange Rate,307000.0,1515000.0,410000.0,720000.0
Total Cash From Operating Activities,6273514000.0,1984250000.0,-1738320000.0,-2303310000.0
Depreciation,15304000.0,26683000.0,15329000.0,16189000.0
Dividends Paid,-2230001000.0,-1374846000.0,-335000.0,-335000.0
Change To Netincome,5112984000.0,1949035000.0,1710161000.0,-6446654000.0
Capital Expenditures,-36633000.0,-33151000.0,-30974000.0,-23439000.0
Other Cashflows From Financing Activities,,5670000.0,-3973020000.0,-1612629000.0
Issuance Of Stock,,,1750781000.0,1750781000.0
Investments,,,,-2500000.0
Other Cashflows From Investing Activities,,,,884000.0
