,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Investments,-568359000000.0,-6246000000.0,1712944000000.0,877040000000.0
Change To Liabilities,2872501000000.0,-618543000000.0,-76599000000.0,-159185000000.0
Total Cashflows From Investing Activities,-13377781000000.0,-2628786000000.0,-691841000000.0,-2202960000000.0
Net Borrowings,14092096000000.0,-698418000000.0,-132864000000.0,-1171435000000.0
Total Cash From Financing Activities,13212022000000.0,-2416215000000.0,-779030000000.0,-5407066000000.0
Change To Operating Activities,33264000000.0,-9157000000.0,-189118000000.0,338939000000.0
Net Income,3807248000000.0,3724297000000.0,3085925000000.0,573654000000.0
Change In Cash,5065243000000.0,-1665999000000.0,1605235000000.0,-2746347000000.0
Effect Of Exchange Rate,-48663000000.0,65353000000.0,142802000000.0,-471652000000.0
Total Cash From Operating Activities,5279665000000.0,3313649000000.0,2933304000000.0,5335331000000.0
Depreciation,2866272000000.0,2433076000000.0,2434773000000.0,2676723000000.0
Other Cashflows From Investing Activities,75160000000.0,126057000000.0,23836000000.0,118664000000.0
Dividends Paid,-273915000000.0,-982457000000.0,-168084000000.0,-2122598000000.0
Change To Inventory,-1761271000000.0,-727167000000.0,-1242533000000.0,318807000000.0
Change To Account Receivables,-3095095000000.0,-2673275000000.0,-1952085000000.0,-296403000000.0
Other Cashflows From Financing Activities,-606159000000.0,-735340000000.0,-478082000000.0,-2113033000000.0
Change To Netincome,2194068000000.0,930513000000.0,1390130000000.0,517802000000.0
Capital Expenditures,-3420123000000.0,-2704756000000.0,-2418226000000.0,-3154537000000.0
