,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,6516463000000.0,5786705000000.0,4914644000000.0,1922718000000.0
Minority Interest,30793107000000.0,3604206000000.0,3627406000000.0,3599499000000.0
Net Income,3807248000000.0,3724297000000.0,3085925000000.0,573654000000.0
Selling General Administrative,1191262000000.0,1119157000000.0,991163000000.0,1303805000000.0
Gross Profit,9055806000000.0,8234288000000.0,6809444000000.0,3607478000000.0
Ebit,7031566000000.0,6431799000000.0,5343086000000.0,2811629000000.0
Operating Income,7031566000000.0,6431799000000.0,5343086000000.0,2811629000000.0
Other Operating Expenses,532087000000.0,615983000000.0,307142000000.0,-78694000000.0
Interest Expense,-701581000000.0,-607359000000.0,-558778000000.0,-598392000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,2193934000000.0,1767660000000.0,1536730000000.0,1111085000000.0
Total Revenue,23332762000000.0,19444229000000.0,17205974000000.0,14386927000000.0
Total Operating Expenses,16301196000000.0,13012430000000.0,11862888000000.0,11575298000000.0
Cost Of Revenue,14276956000000.0,11209941000000.0,10396530000000.0,10779449000000.0
Total Other Income Expense Net,-515103000000.0,-645094000000.0,-428442000000.0,-888911000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,4322529000000.0,4019045000000.0,3377914000000.0,811633000000.0
Net Income Applicable To Common Shares,3807248000000.0,3724297000000.0,3085925000000.0,573654000000.0
