,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Intangible Assets,10376666000000.0,588393000000.0,564010000000.0,555043000000.0
Capital Surplus,6607699000000.0,6607699000000.0,6607699000000.0,6607699000000.0
Total Liab,147445815000000.0,89378689000000.0,88780660000000.0,84194806000000.0
Total Stockholder Equity,62994784000000.0,56386839000000.0,54524514000000.0,49899864000000.0
Minority Interest,30793107000000.0,3604206000000.0,3627406000000.0,3599499000000.0
Other Current Liab,8144322000000.0,3639114000000.0,5657669000000.0,1666810000000.0
Total Assets,241233706000000.0,149369734000000.0,146932580000000.0,137694169000000.0
Common Stock,25040067000000.0,25040067000000.0,25040067000000.0,25040067000000.0
Other Current Assets,3111393000000.0,2591032000000.0,2303724000000.0,1330996000000.0
Retained Earnings,22508733000000.0,16155745000000.0,14975373000000.0,10305036000000.0
Other Liab,36339974000000.0,25311999000000.0,24130335000000.0,24103955000000.0
Good Will,19788844000000.0,1594279000000.0,1353802000000.0,1594279000000.0
Treasury Stock,8838285000000.0,8583328000000.0,7901375000000.0,7947062000000.0
Other Assets,37846132000000.0,10444644000000.0,12331859000000.0,9838454000000.0
Cash,10086787000000.0,5021544000000.0,6687543000000.0,5082308000000.0
Total Current Liabilities,27880970000000.0,19329668000000.0,19963177000000.0,18282443000000.0
Deferred Long Term Asset Charges,12969260000000.0,8162781000000.0,10064385000000.0,7673912000000.0
Short Long Term Debt,6991374000000.0,3699319000000.0,3610318000000.0,3418817000000.0
Other Stockholder Equity,8838285000000.0,8583328000000.0,7901375000000.0,7947062000000.0
Property Plant Equipment,116840581000000.0,102968701000000.0,101546771000000.0,98820383000000.0
Total Current Assets,47016250000000.0,29269677000000.0,27075973000000.0,22834374000000.0
Long Term Investments,9365233000000.0,4504040000000.0,4060165000000.0,4051636000000.0
Net Tangible Assets,32829274000000.0,54204167000000.0,52606702000000.0,47750542000000.0
Short Term Investments,1835384000000.0,206284000000.0,506110000000.0,2194651000000.0
Net Receivables,22222628000000.0,14028514000000.0,10784010000000.0,8802480000000.0
Long Term Debt,82480376000000.0,43950246000000.0,43883285000000.0,40980693000000.0
Inventory,9078206000000.0,7177346000000.0,6407625000000.0,5053960000000.0
Accounts Payable,8469278000000.0,7264767000000.0,6782900000000.0,8449041000000.0
