,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Capital Surplus,10684639000.0,10670564000.0,10657665000.0,10664416000.0
Total Liab,8687601000.0,8404999000.0,8448771000.0,8444293000.0
Total Stockholder Equity,10787660000.0,10908019000.0,10668329000.0,10751583000.0
Minority Interest,3706000.0,3607000.0,3432000.0,3268000.0
Deferred Long Term Liab,55451000.0,49335000.0,47081000.0,55427000.0
Other Current Liab,225958000.0,224282000.0,224248000.0,225208000.0
Total Assets,19478967000.0,19316625000.0,19120532000.0,19199144000.0
Common Stock,1396000.0,1396000.0,1396000.0,1395000.0
Other Current Assets,378826000.0,441704000.0,327086000.0,330823000.0
Retained Earnings,128549000.0,272398000.0,47151000.0,126022000.0
Other Liab,59189000.0,58576000.0,56426000.0,55928000.0
Treasury Stock,-26924000.0,-36339000.0,-37883000.0,-40250000.0
Other Assets,340890000.0,371006000.0,538001000.0,453725000.0
Cash,322294000.0,297036000.0,129298000.0,216976000.0
Total Current Liabilities,674186000.0,635342000.0,674593000.0,657899000.0
Other Stockholder Equity,-26924000.0,-36339000.0,-37883000.0,-40250000.0
Property Plant Equipment,18234017000.0,17978838000.0,17915497000.0,17995008000.0
Total Current Assets,704519000.0,738828000.0,456384000.0,547799000.0
Long Term Investments,199541000.0,227953000.0,210650000.0,202612000.0
Net Tangible Assets,10787660000.0,10908019000.0,10668329000.0,10751583000.0
Long Term Debt,7779304000.0,7533633000.0,7537784000.0,7564337000.0
Accounts Payable,57970000.0,66315000.0,84954000.0,93609000.0
Net Receivables,,,15104000.0,
Inventory,,,253859000.0,
