,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Investments,27111000.0,5007000.0,-10032000.0,-11764000.0
Change To Liabilities,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-404958000.0,245157000.0,-155952000.0,141890000.0
Net Borrowings,236066000.0,-6246000.0,-28488000.0,-1284000.0
Total Cash From Financing Activities,10590000.0,-226268000.0,-257993000.0,-268299000.0
Change To Operating Activities,40121000.0,-50434000.0,49207000.0,-28494000.0
Issuance Of Stock,4639000.0,2361000.0,11000.0,1865000.0
Net Income,78914000.0,447953000.0,142223000.0,341128000.0
Change In Cash,-51255000.0,257373000.0,-83800000.0,131132000.0
Repurchase Of Stock,-181000.0,-181000.0,-13228000.0,-46583000.0
Total Cash From Operating Activities,343113000.0,238484000.0,330145000.0,257541000.0
Depreciation,193791000.0,184472000.0,183297000.0,177823000.0
Other Cashflows From Investing Activities,-8345000.0,-18639000.0,-8655000.0,5569000.0
Dividends Paid,-221848000.0,-221838000.0,-222734000.0,-222212000.0
Other Cashflows From Financing Activities,-8086000.0,-545000.0,6446000.0,-85000.0
Change To Netincome,27765000.0,-346023000.0,-47061000.0,-235312000.0
Capital Expenditures,-2105000.0,-350000.0,-2234000.0,-3785000.0
