,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Intangible Assets,1484507000.0,1493987000.0,1344881000.0,1338598000.0
Capital Surplus,2598853000.0,2509545000.0,2368227000.0,2288806000.0
Total Liab,3703257000.0,3694618000.0,3595973000.0,3038529000.0
Total Stockholder Equity,3839903000.0,4026484000.0,4312437000.0,4482567000.0
Other Current Liab,645250000.0,624422000.0,614700000.0,556144000.0
Total Assets,7543160000.0,7721102000.0,7908410000.0,7521096000.0
Common Stock,3785000.0,3769000.0,3740000.0,3732000.0
Retained Earnings,6656679000.0,6546615000.0,6580612000.0,6475551000.0
Other Liab,540727000.0,540570000.0,521731000.0,443728000.0
Good Will,1126843000.0,1129699000.0,912043000.0,914520000.0
Treasury Stock,-5419414000.0,-5033445000.0,-4640142000.0,-4285522000.0
Other Assets,195951000.0,194983000.0,197704000.0,198152000.0
Cash,459540000.0,246404000.0,997861000.0,615615000.0
Total Current Liabilities,1551325000.0,1542894000.0,1463140000.0,1168626000.0
Short Long Term Debt,250000000.0,253000000.0,256000000.0,37000000.0
Other Stockholder Equity,-129696000.0,-118727000.0,-125424000.0,-120804000.0
Property Plant Equipment,1807249000.0,1864283000.0,1905898000.0,1908619000.0
Total Current Assets,2440156000.0,2540800000.0,3055180000.0,2650987000.0
Long Term Investments,488454000.0,497350000.0,492704000.0,510220000.0
Net Tangible Assets,1228553000.0,1402798000.0,2055513000.0,2229449000.0
Short Term Investments,322634000.0,638488000.0,476362000.0,442473000.0
Net Receivables,1219849000.0,1237230000.0,1175139000.0,1168712000.0
Long Term Debt,1611205000.0,1611154000.0,1611102000.0,1336069000.0
Inventory,25389000.0,20168000.0,30442000.0,23027000.0
Accounts Payable,311196000.0,332959000.0,279256000.0,235755000.0
Deferred Long Term Liab,,,,88000000.0
