,2021-08-29,2021-05-30,2021-02-28,2020-11-29
Intangible Assets,4140700000.0,4157600000.0,4263600000.0,4277800000.0
Capital Surplus,2305000000.0,2342100000.0,2319100000.0,2312000000.0
Total Liab,13904000000.0,13564200000.0,13775300000.0,13807200000.0
Total Stockholder Equity,8557000000.0,8551800000.0,8251800000.0,8392000000.0
Minority Interest,78900000.0,79600000.0,78000000.0,77500000.0
Other Current Liab,24000000.0,23900000.0,15000000.0,19900000.0
Total Assets,22539900000.0,22195600000.0,22105100000.0,22276700000.0
Common Stock,2921200000.0,2921200000.0,2921200000.0,2921200000.0
Other Current Assets,13900000.0,17500000.0,8900000.0,5800000.0
Retained Earnings,6348300000.0,6262600000.0,6086700000.0,5938700000.0
Other Liab,1773300000.0,1794500000.0,1974200000.0,1950700000.0
Good Will,11369200000.0,11373500000.0,11395600000.0,11394400000.0
Treasury Stock,-3017500000.0,-2974100000.0,-3075200000.0,-2779900000.0
Other Assets,1411600000.0,323600000.0,1291200000.0,1328800000.0
Cash,67000000.0,79200000.0,80700000.0,68000000.0
Total Current Liabilities,3090300000.0,3306200000.0,3291100000.0,3351400000.0
Other Stockholder Equity,-9400000.0,5800000.0,-85700000.0,-85100000.0
Property Plant Equipment,2646200000.0,2797000000.0,2526800000.0,2478000000.0
Total Current Assets,2972200000.0,2702100000.0,2627900000.0,2797700000.0
Net Tangible Assets,-6952900000.0,-6979300000.0,-7407400000.0,-7280200000.0
Net Receivables,834400000.0,793900000.0,841400000.0,948500000.0
Long Term Debt,8657800000.0,8159200000.0,8157400000.0,8155800000.0
Inventory,1954600000.0,1734000000.0,1579200000.0,1622800000.0
Accounts Payable,1674400000.0,1655900000.0,1442700000.0,1598100000.0
Long Term Investments,,841800000.0,,
Short Long Term Debt,,,195900000.0,594900000.0
