,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Investments,210700000.0,2998200000.0,-1633500000.0,-1481600000.0
Change To Liabilities,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,2420000000.0,-7365300000.0,5133700000.0,-16808500000.0
Net Borrowings,11900000.0,154900000.0,1216100000.0,-4446500000.0
Total Cash From Financing Activities,-3465100000.0,8800700000.0,-4905600000.0,14839600000.0
Change To Operating Activities,-249900000.0,-1103200000.0,-883600000.0,857700000.0
Issuance Of Stock,7800000.0,32300000.0,8700000.0,8800000.0
Net Income,395700000.0,368100000.0,375100000.0,240900000.0
Change In Cash,-604600000.0,214900000.0,194900000.0,-348000000.0
Repurchase Of Stock,-100000000.0,-30200000.0,-135600000.0,-1300000.0
Effect Of Exchange Rate,-41300000.0,15500000.0,-101500000.0,144600000.0
Total Cash From Operating Activities,481800000.0,-1236000000.0,68300000.0,1476300000.0
Depreciation,30900000.0,32500000.0,31400000.0,34900000.0
Other Cashflows From Investing Activities,4415000000.0,-7201900000.0,7465100000.0,-14179500000.0
Dividends Paid,-150800000.0,-162000000.0,-150600000.0,-162000000.0
Other Cashflows From Financing Activities,-3234000000.0,8805700000.0,-5844200000.0,19440600000.0
Change To Netincome,207000000.0,-629300000.0,451400000.0,224500000.0
Capital Expenditures,-25900000.0,-28400000.0,-10700000.0,-33200000.0
