,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Intangible Assets,1728300000.0,1706000000.0,1698100000.0,112600000.0
Capital Surplus,935000000.0,921100000.0,914100000.0,963600000.0
Total Liab,157186900000.0,160468100000.0,152466200000.0,158315600000.0
Total Stockholder Equity,11013900000.0,10938100000.0,10573000000.0,10803400000.0
Other Current Liab,17000000.0,17900000.0,18700000.0,22400000.0
Total Assets,169085700000.0,172291100000.0,163924100000.0,170003900000.0
Common Stock,408600000.0,408600000.0,408600000.0,408600000.0
Other Current Assets,52214800000.0,56482300000.0,49098500000.0,56663800000.0
Retained Earnings,12862400000.0,12630900000.0,12415600000.0,12207700000.0
Other Liab,4665100000.0,3628400000.0,4420000000.0,2747900000.0
Good Will,705500000.0,709400000.0,704000000.0,707200000.0
Treasury Stock,-3192100000.0,-3022500000.0,-3165300000.0,-2776500000.0
Other Assets,43007800000.0,40912100000.0,37929300000.0,38366200000.0
Cash,4194700000.0,4799400000.0,4584500000.0,4389500000.0
Total Current Liabilities,148555600000.0,152360600000.0,143611300000.0,150876500000.0
Other Stockholder Equity,114000000.0,194700000.0,65900000.0,428000000.0
Property Plant Equipment,493600000.0,496500000.0,496700000.0,1075400000.0
Total Current Assets,64148200000.0,69950200000.0,62817000000.0,69817000000.0
Long Term Investments,59002300000.0,58516900000.0,60279000000.0,59925500000.0
Net Tangible Assets,8580100000.0,8522700000.0,8170900000.0,9983600000.0
Short Term Investments,4588200000.0,5702400000.0,6896200000.0,6776300000.0
Net Receivables,1085400000.0,1035900000.0,1006400000.0,935800000.0
Long Term Debt,3966200000.0,4479100000.0,4434900000.0,4089700000.0
Inventory,200000.0,200000.0,1500000.0,700000.0
Accounts Payable,141924600000.0,146210200000.0,137457400000.0,143878000000.0
Short Long Term Debt,,,,499800000.0
