,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Investments,52606000.0,-9661000.0,-33807000.0,-95533000.0
Change To Liabilities,9360000.0,-781000.0,-717000.0,8032000.0
Total Cashflows From Investing Activities,50697000.0,-11838000.0,-35058000.0,-98902000.0
Total Cash From Financing Activities,2952000.0,5591000.0,9344000.0,13290000.0
Change To Operating Activities,-3082000.0,-328000.0,7645000.0,14484000.0
Issuance Of Stock,4702000.0,5591000.0,9344000.0,13290000.0
Net Income,93996000.0,69417000.0,-21674000.0,207841000.0
Change In Cash,219003000.0,98617000.0,244510000.0,15497000.0
Effect Of Exchange Rate,-388000.0,50000.0,-355000.0,413000.0
Total Cash From Operating Activities,165742000.0,104814000.0,270579000.0,100696000.0
Depreciation,6762000.0,6754000.0,6783000.0,7814000.0
Change To Account Receivables,-37653000.0,-77878000.0,176564000.0,-227506000.0
Other Cashflows From Financing Activities,-1750000.0,-1750000.0,-1750000.0,-1750000.0
Change To Netincome,96359000.0,107630000.0,101978000.0,90031000.0
Capital Expenditures,-1909000.0,-2177000.0,-1251000.0,-3369000.0
