,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Intangible Assets,11152000000.0,11210000000.0,11260000000.0,11313000000.0
Total Liab,19408000000.0,20381000000.0,19618000000.0,19326000000.0
Total Stockholder Equity,8130000000.0,8062000000.0,7934000000.0,8250000000.0
Minority Interest,3959000000.0,4097000000.0,4222000000.0,4505000000.0
Other Current Liab,1553000000.0,1629000000.0,2109000000.0,2141000000.0
Total Assets,31497000000.0,32540000000.0,31774000000.0,32081000000.0
Common Stock,8130000000.0,8062000000.0,7934000000.0,8250000000.0
Other Current Assets,632000000.0,350000000.0,235000000.0,225000000.0
Other Liab,2829000000.0,2788000000.0,2712000000.0,2805000000.0
Good Will,15110000000.0,15110000000.0,15088000000.0,15082000000.0
Other Assets,1102000000.0,1556000000.0,1672000000.0,1591000000.0
Cash,529000000.0,1542000000.0,1030000000.0,996000000.0
Total Current Liabilities,4725000000.0,4438000000.0,3737000000.0,3996000000.0
Short Long Term Debt,1900000000.0,1515000000.0,514000000.0,475000000.0
Property Plant Equipment,1136000000.0,1082000000.0,1087000000.0,1316000000.0
Total Current Assets,1813000000.0,2547000000.0,1876000000.0,1893000000.0
Long Term Investments,1184000000.0,1035000000.0,791000000.0,886000000.0
Net Tangible Assets,-18132000000.0,-18258000000.0,-18414000000.0,-18145000000.0
Net Receivables,652000000.0,655000000.0,611000000.0,672000000.0
Long Term Debt,11854000000.0,13155000000.0,13169000000.0,12525000000.0
Accounts Payable,1272000000.0,1294000000.0,1114000000.0,1380000000.0
