,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Investments,22000000.0,-56000000.0,-5000000.0,-5000000.0
Change To Liabilities,-148000000.0,48000000.0,-339000000.0,122000000.0
Total Cashflows From Investing Activities,169000000.0,-160000000.0,-75000000.0,-395000000.0
Net Borrowings,-1029000000.0,954000000.0,498000000.0,1568000000.0
Total Cash From Financing Activities,-1605000000.0,68000000.0,-166000000.0,710000000.0
Change To Operating Activities,144000000.0,-148000000.0,58000000.0,-118000000.0
Net Income,342000000.0,337000000.0,-11000000.0,-885000000.0
Change In Cash,-1013000000.0,512000000.0,30000000.0,860000000.0
Repurchase Of Stock,-155000000.0,-159000000.0,-128000000.0,-146000000.0
Total Cash From Operating Activities,423000000.0,604000000.0,271000000.0,545000000.0
Depreciation,152000000.0,150000000.0,149000000.0,141000000.0
Other Cashflows From Investing Activities,227000000.0,-4000000.0,8000000.0,2000000.0
Other Cashflows From Financing Activities,-421000000.0,-727000000.0,-536000000.0,-712000000.0
Change To Netincome,-67000000.0,217000000.0,414000000.0,1285000000.0
Capital Expenditures,-80000000.0,-86000000.0,-78000000.0,-120000000.0
