,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Change To Liabilities,-2483000000.0,534000000.0,697000000.0,2588000000.0
Total Cashflows From Investing Activities,-523000000.0,-431000000.0,-388000000.0,5000000.0
Net Borrowings,1043000000.0,-187000000.0,23000000.0,-1545000000.0
Total Cash From Financing Activities,757000000.0,-449000000.0,-191000000.0,-1804000000.0
Change To Operating Activities,-133000000.0,310000000.0,688000000.0,-946000000.0
Issuance Of Stock,125000000.0,21000000.0,42000000.0,42000000.0
Net Income,717000000.0,1108000000.0,127000000.0,316000000.0
Change In Cash,-1351000000.0,1082000000.0,-742000000.0,989000000.0
Repurchase Of Stock,-148000000.0,-1000000.0,-1000000.0,-1000000.0
Effect Of Exchange Rate,-20000000.0,-4000000.0,-11000000.0,10000000.0
Total Cash From Operating Activities,-1565000000.0,1966000000.0,-152000000.0,2778000000.0
Depreciation,489000000.0,485000000.0,480000000.0,499000000.0
Other Cashflows From Investing Activities,-19000000.0,-29000000.0,-9000000.0,40000000.0
Dividends Paid,-261000000.0,-263000000.0,-255000000.0,-259000000.0
Change To Inventory,130000000.0,1848000000.0,-1785000000.0,-1068000000.0
Change To Account Receivables,-266000000.0,-2443000000.0,-392000000.0,1600000000.0
Other Cashflows From Financing Activities,-2000000.0,-19000000.0,-19000000.0,-19000000.0
Change To Netincome,-19000000.0,124000000.0,33000000.0,-211000000.0
Capital Expenditures,-474000000.0,-378000000.0,-325000000.0,-496000000.0
Investments,,,,517000000.0
