,2021-10-01,2021-07-02,2021-04-02,2020-12-31
Intangible Assets,390300000.0,416300000.0,441100000.0,469000000.0
Capital Surplus,4498500000.0,4470300000.0,4161000000.0,4133100000.0
Total Liab,4796300000.0,4790000000.0,4980800000.0,5109900000.0
Total Stockholder Equity,4123700000.0,3784400000.0,3629600000.0,3538500000.0
Minority Interest,20700000.0,20000000.0,20000000.0,19600000.0
Total Assets,8940700000.0,8594400000.0,8630400000.0,8668000000.0
Common Stock,6000000.0,6000000.0,5800000.0,5700000.0
Other Current Assets,185000000.0,160400000.0,166000000.0,176000000.0
Retained Earnings,2009200000.0,1699500000.0,1515400000.0,1425500000.0
Other Liab,343400000.0,323600000.0,335100000.0,360000000.0
Good Will,1662700000.0,1663400000.0,1663400000.0,1663400000.0
Treasury Stock,-2390000000.0,-2391400000.0,-2052600000.0,-2025800000.0
Other Assets,673100000.0,697700000.0,715100000.0,702900000.0
Cash,1389200000.0,1091100000.0,1042500000.0,1080700000.0
Total Current Liabilities,1444100000.0,1455100000.0,1730000000.0,1674500000.0
Deferred Long Term Asset Charges,382100000.0,429900000.0,447200000.0,429000000.0
Short Long Term Debt,203000000.0,201300000.0,536700000.0,531600000.0
Other Stockholder Equity,-48600000.0,-52200000.0,-55900000.0,-57600000.0
Property Plant Equipment,2551800000.0,2587100000.0,2623200000.0,2648600000.0
Total Current Assets,3641800000.0,3229900000.0,3187600000.0,3184100000.0
Long Term Investments,21000000.0,,,
Net Tangible Assets,2070700000.0,1704700000.0,1525100000.0,1406100000.0
Short Term Investments,20000000.0,,,
Net Receivables,720000000.0,669100000.0,683600000.0,676000000.0
Long Term Debt,2910500000.0,2907100000.0,2806900000.0,2959700000.0
Inventory,1327600000.0,1309300000.0,1295500000.0,1251400000.0
Accounts Payable,599300000.0,610200000.0,605000000.0,572900000.0
Other Current Liab,,,,258800000.0
