,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Research Development,24002000.0,23428000.0,21813000.0,22411000.0
Effect Of Accounting Charges,,,,
Income Before Tax,51233000.0,26092000.0,38296000.0,48412000.0
Minority Interest,,,,
Net Income,44170000.0,25530000.0,36976000.0,54094000.0
Selling General Administrative,98947000.0,91422000.0,77961000.0,62736000.0
Gross Profit,196216000.0,182061000.0,144207000.0,138669000.0
Ebit,59084000.0,55791000.0,39021000.0,48036000.0
Operating Income,59084000.0,55791000.0,39021000.0,48036000.0
Other Operating Expenses,,,,
Interest Expense,-5396000.0,-12438000.0,-379000.0,-610000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,7063000.0,562000.0,1320000.0,-5682000.0
Total Revenue,459873000.0,404075000.0,294802000.0,283285000.0
Total Operating Expenses,400789000.0,348284000.0,255781000.0,235249000.0
Cost Of Revenue,263657000.0,222014000.0,150595000.0,144616000.0
Total Other Income Expense Net,-7851000.0,-29699000.0,-1104000.0,376000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,44170000.0,25530000.0,36976000.0,54094000.0
Net Income Applicable To Common Shares,44170000.0,25530000.0,36976000.0,54094000.0
