,Year,Quarter,Total Assets,Total Liabilities,Common Stock,Dividends Paid,Total Cash Inflow,Total Cash Outflow
0,2020,4,2327400000,1387800000,4000000,0,139700000,114200000
1,2021,1,2547000000,1600100000,3900000,0,153300000,150100000
2,2021,2,2823300000,1831600000,3900000,0,174000000,164700000
3,2021,3,6608100000,4773400000,3900000,0,197600000,238200000
