,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Capital Surplus,4364000000.0,4337000000.0,4306000000.0,4273000000.0
Total Liab,38966000000.0,34395000000.0,33775000000.0,33479000000.0
Total Stockholder Equity,-1257000000.0,-106000000.0,193000000.0,-191000000.0
Minority Interest,2470000000.0,2463000000.0,2427000000.0,2409000000.0
Other Current Liab,2436000000.0,1008000000.0,511000000.0,498000000.0
Total Assets,40179000000.0,36752000000.0,36395000000.0,35697000000.0
Common Stock,1000000.0,1000000.0,1000000.0,1000000.0
Other Current Assets,1206000000.0,760000000.0,903000000.0,602000000.0
Retained Earnings,-4698000000.0,-3529000000.0,-3200000000.0,-3593000000.0
Other Liab,2178000000.0,153000000.0,157000000.0,118000000.0
Good Will,77000000.0,77000000.0,77000000.0,77000000.0
Treasury Stock,-924000000.0,-915000000.0,-914000000.0,-872000000.0
Other Assets,2857000000.0,936000000.0,1067000000.0,1190000000.0
Cash,2203000000.0,1806000000.0,1667000000.0,1628000000.0
Total Current Liabilities,5660000000.0,3526000000.0,3152000000.0,2196000000.0
Deferred Long Term Asset Charges,2361000000.0,497000000.0,402000000.0,489000000.0
Short Long Term Debt,495000000.0,91000000.0,98000000.0,100000000.0
Property Plant Equipment,32382000000.0,31986000000.0,31590000000.0,31180000000.0
Total Current Assets,4863000000.0,3665000000.0,3574000000.0,3169000000.0
Net Tangible Assets,-1334000000.0,-183000000.0,116000000.0,-268000000.0
Net Receivables,983000000.0,617000000.0,679000000.0,647000000.0
Long Term Debt,29481000000.0,29327000000.0,29481000000.0,30511000000.0
Inventory,471000000.0,363000000.0,314000000.0,292000000.0
Accounts Payable,73000000.0,83000000.0,84000000.0,35000000.0
Deferred Long Term Liab,,30000000.0,38000000.0,42000000.0
Long Term Investments,,88000000.0,87000000.0,81000000.0
