,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Change To Liabilities,615000000.0,39000000.0,16000000.0,106000000.0
Total Cashflows From Investing Activities,-324000000.0,-183000000.0,-200000000.0,-402000000.0
Net Borrowings,247000000.0,-131000000.0,-288000000.0,-476000000.0
Total Cash From Financing Activities,32000000.0,-292000000.0,-545000000.0,-634000000.0
Change To Operating Activities,-245000000.0,-264000000.0,-98000000.0,-129000000.0
Net Income,-1084000000.0,-329000000.0,393000000.0,-194000000.0
Change In Cash,392000000.0,-168000000.0,321000000.0,-536000000.0
Repurchase Of Stock,-10000000.0,-1000000.0,-42000000.0,-42000000.0
Total Cash From Operating Activities,684000000.0,307000000.0,1066000000.0,500000000.0
Depreciation,356000000.0,345000000.0,321000000.0,233000000.0
Other Cashflows From Investing Activities,-3000000.0,-1000000.0,-10000000.0,-10000000.0
Change To Inventory,-108000000.0,-50000000.0,-16000000.0,-10000000.0
Change To Account Receivables,-371000000.0,36000000.0,-3000000.0,-255000000.0
Other Cashflows From Financing Activities,-205000000.0,-160000000.0,-215000000.0,-158000000.0
Change To Netincome,1504000000.0,510000000.0,433000000.0,729000000.0
Capital Expenditures,-321000000.0,-250000000.0,-190000000.0,-402000000.0
