,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Investments,-239000.0,-2122000.0,-722000.0,-448000.0
Change To Liabilities,-155897000.0,264933000.0,-67551000.0,134502000.0
Total Cashflows From Investing Activities,-70074000.0,-53912000.0,-82394000.0,-306819000.0
Net Borrowings,-17500000.0,-17500000.0,-17500000.0,-13750000.0
Total Cash From Financing Activities,-15085000.0,-76350000.0,-173785000.0,-105166000.0
Change To Operating Activities,213953000.0,-3465000.0,-67772000.0,-92741000.0
Issuance Of Stock,32931000.0,903000.0,903000.0,164000.0
Net Income,146354000.0,139290000.0,199744000.0,97320000.0
Change In Cash,74871000.0,210296000.0,-131191000.0,-229926000.0
Repurchase Of Stock,-2477000.0,-14609000.0,-115072000.0,-47977000.0
Effect Of Exchange Rate,-1546000.0,-601000.0,-120000.0,-120000.0
Total Cash From Operating Activities,161576000.0,341159000.0,125108000.0,182059000.0
Depreciation,38723000.0,38347000.0,36949000.0,35773000.0
Dividends Paid,-26126000.0,-26063000.0,-26092000.0,-28517000.0
Change To Account Receivables,-123593000.0,-114942000.0,-4857000.0,-8248000.0
Other Cashflows From Financing Activities,-1913000.0,-19081000.0,-15121000.0,-15086000.0
Change To Netincome,40099000.0,17547000.0,27901000.0,14753000.0
Capital Expenditures,-9475000.0,-13717000.0,-11425000.0,-14880000.0
