,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Research Development,102023000.0,100879000.0,100479000.0,96510000.0
Effect Of Accounting Charges,,,,
Income Before Tax,103898000.0,128860000.0,47623000.0,257872000.0
Minority Interest,,,,
Net Income,85342000.0,93716000.0,72398000.0,215632000.0
Selling General Administrative,163652000.0,159089000.0,144245000.0,193524000.0
Gross Profit,393611000.0,397521000.0,316072000.0,567198000.0
Ebit,109344000.0,118094000.0,51992000.0,261712000.0
Operating Income,109344000.0,118094000.0,51992000.0,261712000.0
Other Operating Expenses,,,,
Interest Expense,-2943000.0,-3336000.0,-3315000.0,-2444000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,18556000.0,35144000.0,-24775000.0,42240000.0
Total Revenue,441168000.0,446654000.0,363226000.0,623686000.0
Total Operating Expenses,331824000.0,328560000.0,311234000.0,361974000.0
Cost Of Revenue,47557000.0,49133000.0,47154000.0,56488000.0
Total Other Income Expense Net,-5446000.0,10766000.0,-4369000.0,-3840000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,85342000.0,93716000.0,72398000.0,215632000.0
Net Income Applicable To Common Shares,85342000.0,93716000.0,72398000.0,215632000.0
