,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Intangible Assets,667268000.0,689398000.0,677357000.0,694865000.0
Capital Surplus,1428419000.0,1381590000.0,1346601000.0,1434203000.0
Total Liab,1635508000.0,1640554000.0,1706059000.0,1842718000.0
Total Stockholder Equity,4339244000.0,4250218000.0,4111969000.0,4097872000.0
Other Current Liab,326056000.0,347376000.0,372856000.0,398177000.0
Total Assets,5974752000.0,5890772000.0,5818028000.0,5940590000.0
Common Stock,953000.0,953000.0,953000.0,953000.0
Retained Earnings,4056049000.0,3970707000.0,3876991000.0,3804593000.0
Other Liab,178784000.0,183635000.0,179043000.0,194835000.0
Good Will,3101623000.0,3110736000.0,3036783000.0,3038306000.0
Treasury Stock,-1146177000.0,-1103032000.0,-1112576000.0,-1141877000.0
Other Assets,238445000.0,251079000.0,224094000.0,253949000.0
Cash,1080838000.0,957704000.0,987427000.0,912672000.0
Total Current Liabilities,600431000.0,595385000.0,624047000.0,728825000.0
Deferred Long Term Asset Charges,23186000.0,22872000.0,22419000.0,28830000.0
Other Stockholder Equity,-49126000.0,-32822000.0,-37039000.0,-17775000.0
Property Plant Equipment,210731000.0,217195000.0,218842000.0,234233000.0
Total Current Assets,1756685000.0,1622364000.0,1660952000.0,1719237000.0
Net Tangible Assets,570353000.0,450084000.0,397829000.0,364701000.0
Short Term Investments,527000.0,504000.0,516000.0,479000.0
Net Receivables,624849000.0,608897000.0,589993000.0,761346000.0
Long Term Debt,753451000.0,753327000.0,793515000.0,798118000.0
Accounts Payable,12590000.0,9608000.0,16970000.0,18691000.0
Short Long Term Debt,,,4688000.0,
