,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Intangible Assets,8183105000.0,7950238000.0,7575920000.0,8209452000.0
Capital Surplus,11441000.0,11441000.0,70496000.0,11441000.0
Total Liab,1480203540000.0,1467757930000.0,1458536416000.0,1457736900000.0
Total Stockholder Equity,146488157000.0,144240036000.0,145620218000.0,137460641000.0
Minority Interest,694070000.0,803113000.0,497156000.0,749169000.0
Deferred Long Term Liab,1135725000.0,1100027000.0,1020567000.0,1025050000.0
Other Current Liab,94542673000.0,56195202000.0,36357654000.0,58811051000.0
Total Assets,1627385767000.0,1612801079000.0,1604653790000.0,1595946710000.0
Common Stock,83100000000.0,83100000000.0,79100000000.0,79100000000.0
Other Current Assets,163588117000.0,162944327000.0,117577453000.0,157233946000.0
Retained Earnings,61100338000.0,59055182000.0,58750920000.0,55773626000.0
Other Liab,341462051000.0,338390744000.0,366990002000.0,325965515000.0
Good Will,3119337000.0,3595453000.0,7093544000.0,2671714000.0
Treasury Stock,2276378000.0,2073413000.0,7698802000.0,2575574000.0
Other Assets,466071976000.0,456332149000.0,566297333000.0,428339502000.0
Cash,102863426000.0,128608328000.0,23845061000.0,222841724000.0
Total Current Liabilities,1009315794000.0,1012607768000.0,905674048000.0,995009861000.0
Short Long Term Debt,340726097000.0,362462114000.0,78880133000.0,350481497000.0
Other Stockholder Equity,2502827000.0,2073413000.0,8139316000.0,3016088000.0
Property Plant Equipment,9319685000.0,9555754000.0,14071129000.0,9563133000.0
Total Current Assets,661484118000.0,673448830000.0,385591859000.0,764608766000.0
Long Term Investments,479207546000.0,461918655000.0,624024005000.0,382554143000.0
Net Tangible Assets,138804799000.0,136568084000.0,134582602000.0,130862691000.0
Net Receivables,89577625000.0,91679759000.0,5535882000.0,93809553000.0
Long Term Debt,129425695000.0,116759418000.0,181721262000.0,136761524000.0
Inventory,1212259000.0,,1202488000.0,1304041000.0
Accounts Payable,546710575000.0,539982090000.0,547683129000.0,522762357000.0
Deferred Long Term Asset Charges,,,76984262000.0,
Short Term Investments,,,179729419000.0,10978086000.0
