,Year,Quarter,Total Assets,Total Liabilities,Common Stock,Dividends Paid,Total Cash Inflow,Total Cash Outflow
0,2020,4,1208491000,241904000,657701000,23309000,233043000,190156000
1,2021,1,1308192000,286615000,699359000,23467000,254455000,209042000
2,2021,2,1372991000,285636000,733672000,28755000,293317000,238148000
3,2021,3,1495901000,333188000,769858000,28503000,323522000,254752000
