,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Investments,67000000.0,26000000.0,409000000.0,28000000.0
Change To Liabilities,217000000.0,119000000.0,26000000.0,88000000.0
Total Cashflows From Investing Activities,-1800000000.0,-241000000.0,130000000.0,-135000000.0
Net Borrowings,-346000000.0,-5000000.0,-1158000000.0,-5000000.0
Total Cash From Financing Activities,-1019000000.0,-651000000.0,-1789000000.0,-625000000.0
Change To Operating Activities,-318000000.0,165000000.0,-43000000.0,190000000.0
Issuance Of Stock,1000000.0,1000000.0,3000000.0,3000000.0
Net Income,495000000.0,-757000000.0,1409000000.0,607000000.0
Change In Cash,-1690000000.0,546000000.0,214000000.0,510000000.0
Total Cash From Operating Activities,1129000000.0,1438000000.0,1873000000.0,1268000000.0
Depreciation,526000000.0,528000000.0,541000000.0,528000000.0
Dividends Paid,-638000000.0,-637000000.0,-620000000.0,-617000000.0
Change To Inventory,-38000000.0,-4000000.0,-47000000.0,-25000000.0
Change To Account Receivables,11000000.0,-8000000.0,-122000000.0,-150000000.0
Other Cashflows From Financing Activities,-36000000.0,-9000000.0,-14000000.0,-6000000.0
Change To Netincome,170000000.0,1383000000.0,172000000.0,98000000.0
Capital Expenditures,-1867000000.0,-278000000.0,-267000000.0,-372000000.0
Other Cashflows From Investing Activities,,11000000.0,-12000000.0,47000000.0
Effect Of Exchange Rate,,,,2000000.0
