,2021-11-30,2021-08-31,2021-05-31,2021-02-28
Capital Surplus,8807891000.0,8778609000.0,8755020000.0,8724192000.0
Total Liab,12211496000.0,11964651000.0,11521129000.0,11534529000.0
Total Stockholder Equity,20816425000.0,20650188000.0,19576108000.0,18896246000.0
Minority Interest,179857000.0,129351000.0,125990000.0,121205000.0
Total Assets,33207778000.0,32744190000.0,31223227000.0,30551980000.0
Common Stock,33994000.0,33994000.0,33993000.0,33991000.0
Other Current Assets,21927000.0,21519000.0,35637000.0,17878000.0
Retained Earnings,14685329000.0,13570626000.0,12241400000.0,11488520000.0
Other Liab,4331568000.0,3377367000.0,2841183000.0,2884278000.0
Good Will,3442359000.0,3442359000.0,3442359000.0,3442359000.0
Treasury Stock,-2710789000.0,-1733041000.0,-1454305000.0,-1350457000.0
Other Assets,3866246000.0,1186566000.0,1202656000.0,1237663000.0
Cash,2735213000.0,2642120000.0,2607052000.0,2450943000.0
Total Current Liabilities,1321247000.0,2215059000.0,1855642000.0,1719024000.0
Other Stockholder Equity,-1341000.0,-1300000.0,-1431000.0,-1747000.0
Total Current Assets,21962722000.0,24460066000.0,23499651000.0,22634704000.0
Long Term Investments,972084000.0,3244916000.0,2667378000.0,2806137000.0
Net Tangible Assets,17374066000.0,17018130000.0,15944050000.0,15264188000.0
Net Receivables,490278000.0,466141000.0,465712000.0,396976000.0
Long Term Debt,4652338000.0,4942894000.0,5591637000.0,5672205000.0
Inventory,18715304000.0,19457696000.0,18735759000.0,17982473000.0
Accounts Payable,1321247000.0,1230577000.0,1171358000.0,1037266000.0
Other Current Liab,,374975000.0,361741000.0,348100000.0
Short Long Term Debt,,601525000.0,304611000.0,305869000.0
