,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Change To Liabilities,0.0,0.0,0.0,-133381000.0
Total Cashflows From Investing Activities,-702046000.0,-232241000.0,-100553000.0,-395977000.0
Net Borrowings,84835000.0,66168000.0,-22408000.0,-10359000.0
Total Cash From Financing Activities,-98397000.0,-227702000.0,-165482000.0,-74131000.0
Change To Operating Activities,-9900000.0,44663000.0,27072000.0,-58292000.0
Issuance Of Stock,1275000.0,1275000.0,131000.0,131000.0
Net Income,114381000.0,177047000.0,160309000.0,130665000.0
Change In Cash,-379390000.0,-11391000.0,134764000.0,-241226000.0
Repurchase Of Stock,-66000.0,-239661000.0,-84489000.0,-56000.0
Effect Of Exchange Rate,-430000.0,470000.0,403000.0,5934000.0
Total Cash From Operating Activities,421483000.0,448082000.0,400396000.0,222948000.0
Depreciation,207302000.0,201929000.0,189594000.0,182420000.0
Other Cashflows From Investing Activities,-2378000.0,-4520000.0,2705000.0,-11460000.0
Dividends Paid,-53424000.0,-53421000.0,-53909000.0,-53962000.0
Other Cashflows From Financing Activities,-131017000.0,-788000.0,-4807000.0,-9754000.0
Change To Netincome,108503000.0,23113000.0,22062000.0,53332000.0
Capital Expenditures,-208088000.0,-174599000.0,-96793000.0,-177058000.0
Change To Account Receivables,,,,46841000.0
