,Year,Quarter,Total Assets,Total Liabilities,Common Stock,Dividends Paid,Total Cash Inflow,Total Cash Outflow
0,2020,4,1845900000,904540000,491612000,24972818,536292000,473673000
1,2021,1,1876880000,887945000,492124000,39389000,535554000,442911000
2,2021,2,1921693000,871009000,492079000,40343000,638204000,539350000
3,2021,3,1904813000,803184000,492049000,39945000,650199000,556346000
